北京市,大兴区,110115,145,0,10951,39,14428,16,4055,1136,2154
北京市,怀柔区,110116,63,0,9694,9,9257,14,3303,1136,2154
北京市,平谷区,110117,9,0,7921,4,7710,10,2554,1136,2154
北京市,密云区,110118,22,0,7584,6,7942,8,7143,1136,2154
北京市,延庆区,110119,17,0,2422,1,2844,3,3146,1136,2154
江苏省,南京市,320100,1552,3,22042,290,42079,158,27159,2176,8051
江苏省,无锡市,320200,4429,12,42232,951,20688,192,21969,2176,8051
江苏省,徐州市,320300,1117,6,15378,407,21644,71,29387,2176,8051
江苏省,常州市,320400,3563,6,24313,714,15436,251,15624,2176,8051
江苏省,苏州市,320500,7969,15,47886,3503,38858,351,33120,2176,8051
江苏省,南通市,320600,2581,5,18640,1144,15446,138,20531,2176,8051
江苏省,连云港市,320700,642,3,5205,167,9251,66,7972,2176,8051
江苏省,淮安市,320800,729,5,4172,256,9837,71,19174,2176,8051
江苏省,盐城市,320900,1144,4,9204,1126,12127,160,15727,2176,8051
江苏省,扬州市,321000,1553,6,5309,1047,12802,121,16848,2176,8051
江苏省,镇江市,321100,1031,41,5114,504,7409,129,6976,2176,8051
江苏省,泰州市,321200,895,2,6275,313,19348,87,11742,2176,8051
江苏省,宿迁市,321300,14658,3,8342,629,14509,73,40717,2176,8051
上海市,黄浦区,310101,39,0,2334,23,3525,3,1917,3823,2424
上海市,徐汇区,310104,200,1,2766,27,4011,5,2255,3823,2424
上海市,长宁区,310105,77,2,2654,39,3217,6,1745,3823,2424
上海市,静安区,310106,55,0,3199,22,4199,3,3039,3823,2424
上海市,普陀区,310107,41,0,5141,31,5941,5,4708,3823,2424
上海市,虹口区,310109,128,0,3432,8,4351,3,3968,3823,2424
上海市,杨浦区,310110,65,0,3305,21,5107,12,3191,3823,2424
上海市,闵行区,310112,345,1,8028,130,10691,36,9468,3823,2424
上海市,宝山区,310113,120,5,10883,153,11050,12,7611,3823,2424
上海市,嘉定区,310114,450,4,10083,188,13224,38,17429,3823,2424
上海市,浦东新区,310115,524,4,21772,175,25249,42,19704,3823,2424
上海市,金山区,310116,296,7,11460,280,23481,48,19136,3823,2424
上海市,松江区,310117,199,8,9550,365,10757,29,14306,3823,2424
上海市,青浦区,310118,176,3,11366,244,12774,20,12599,3823,2424
上海市,奉贤区,310120,537,11,17630,205,25620,38,34790,3823,2424
上海市,崇明区,310151,87,0,8507,5,3499,5,9466,3823,2424
浙江省,杭州市,330100,5157,11,37697,1219,54578,297,71513,2137,5737
浙江省,宁波市,330200,4647,114,26881,790,26299,121,33922,2137,5737
浙江省,温州市,330300,3779,12,9990,21191,15190,427,0,2137,5737
浙江省,嘉兴市,330400,1788,21,13461,886,10196,89,0,2137,5737
浙江省,湖州市,330500,816,32,3986,0,6294,68,0,2137,5737
浙江省,绍兴市,330600,1422,39,21267,0,10129,83,0,2137,5737
浙江省,金华市,330700,11698,26,18073,0,18992,58,0,2137,5737
浙江省,衢州市,330800,461,21,1345,0,3848,40,0,2137,5737
浙江省,舟山市,330900,137,5,3113,0,2398,98,0,2137,5737
浙江省,台州市,331000,1606,10,5790,0,9543,175,0,2137,5737
浙江省,丽水市,331100,286,3,913,0,3206,13,12421,2137,5737
四川省,成都市,510100,617,30,54853,0,97072,139,60263,3068,8341
四川省,自贡市,510300,44,1,711,10,3435,10,0,3068,8341
四川省,攀枝花市,510400,14,0,3175,0,2081,3,0,3068,8341
四川省,泸州市,510500,78,18,942,57,6421,14,0,3068,8341
四川省,德阳市,510600,85,6,1649,67,3976,30,0,3068,8341
四川省,绵阳市,510700,60,2,2103,0,7066,25,0,3068,8341
四川省,广元市,510800,6,1,511,0,2731,5,0,3068,8341
四川省,遂宁市,510900,14,1,683,0,2819,213,0,3068,8341
四川省,内江市,511000,31,2,716,0,3940,14,0,3068,8341
四川省,乐山市,511100,14,0,965,0,3192,7,4948,3068,8341
四川省,南充市,511300,24,3,1051,19,5223,15,4042,3068,8341
四川省,眉山市,511400,19,0,323,20,3257,28,0,3068,8341
四川省,宜宾市,511500,35,3,1249,0,4624,11,0,3068,8341
四川省,广安市,511600,18,5,603,17,2928,9,0,3068,8341
四川省,达州市,511700,34,1,972,3,5318,6,0,3068,8341
四川省,雅安市,511800,7,2,221,5,1430,1,0,3068,8341
四川省,巴中市,511900,8,1,334,4,2852,3,3619,3068,8341
四川省,资阳市,512000,11,3,521,5,2173,3,7335,3068,8341
四川省,阿坝藏族羌族自治州,513200,4,0,104,1,515,0,1155,3068,8341
四川省,甘孜藏族自治州,513300,1,0,50,0,350,0,628,3068,8341
四川省,凉山彝族自治州,513400,9,0,704,4,2096,1,3150,3068,8341
山东省,济南市,370100,1489,60,35705,1004,54490,217,61139,1622,10047
山东省,青岛市,370200,3731,321,46440,1687,41435,279,82282,1622,10047
山东省,淄博市,370300,419,31,6852,521,12956,573,28595,1622,10047
山东省,枣庄市,370400,302,36,8777,162,7092,56,16717,1622,10047
山东省,东营市,370500,94,7,2627,149,5459,82,13165,1622,10047
山东省,烟台市,370600,1060,80,12185,442,18773,138,26387,1622,10047
山东省,潍坊市,370700,2793,373,12083,3045,19972,231,46475,1622,10047
山东省,济宁市,370800,661,63,8198,354,15048,114,32403,1622,10047
山东省,泰安市,370900,262,21,4029,333,10147,120,17332,1622,10047
山东省,威海市,371000,355,29,4497,201,8704,32,14299,1622,10047
山东省,日照市,371100,215,27,3048,187,4712,121,13917,1622,10047
山东省,临沂市,371300,1396,132,4647,721,14395,194,20493,1622,10047
山东省,德州市,371400,284,52,2700,525,6843,108,18783,1622,10047
山东省,聊城市,371500,352,55,3739,340,8236,100,24280,1622,10047
山东省,滨州市,371600,195,33,4052,489,6451,131,10371,1622,10047
山东省,菏泽市,371700,546,87,2953,365,9532,117,21150,1622,10047
河北省,石家庄市,130100,928,49,17846,2485,35885,340,30944,3210,7556
河北省,唐山市,130200,743,14,8037,213,11096,124,25717,3210,7556
河北省,秦皇岛市,130300,50,12,8576,66,6223,15,11316,3210,7556
河北省,邯郸市,130400,796,21,5896,161,9720,142,16703,3210,7556
河北省,邢台市,130500,642,22,2831,1245,5253,98,20643,3210,7556
河北省,保定市,130600,1163,36,9090,2834,15579,198,57755,3210,7556
河北省,张家口市,130700,68,5,1643,19,5502,22,12925,3210,7556
河北省,承德市,130800,101,1,1723,22,4357,14,14871,3210,7556
河北省,沧州市,130900,157,23,2370,483,7511,360,15259,3210,7556
河北省,廊坊市,131000,138,26,4296,717,8063,221,18994,3210,7556
河北省,衡水市,131100,285,21,2407,318,12217,133,11608,3210,7556
河南省,郑州市,410100,1960,87,23591,637,58752,72,40242,4903,9605
河南省,开封市,410200,87,27,1909,108,5505,19,5200,4903,9605
河南省,洛阳市,410300,125,17,4287,129,9667,661,16060,4903,9605
河南省,平顶山市,410400,66,22,2171,82,5210,22,10605,4903,9605
河南省,安阳市,410500,484,53,1513,507,7414,33,7087,4903,9605
河南省,鹤壁市,410600,133,28,600,54,1649,12,4130,4903,9605
河南省,新乡市,410700,449,217,2233,2257,10400,34,12085,4903,9605
河南省,焦作市,410800,76,18,810,97,3403,37,3372,4903,9605
河南省,濮阳市,410900,158,39,931,165,4001,161,5327,4903,9605
河南省,许昌市,411000,75,12,1353,84,4370,33,5087,4903,9605
河南省,漯河市,411100,41,18,847,55,2729,11,17448,4903,9605
河南省,三门峡市,411200,21,4,397,26,1528,10,2739,4903,9605
河南省,南阳市,411300,106,15,1654,130,8690,25,9327,4903,9605
河南省,商丘市,411400,170,52,1526,173,6183,12,13902,4903,9605
河南省,信阳市,411500,96,40,575,94,3740,7,3573,4903,9605
河南省,周口市,411600,207,34,2431,681,14304,21,21491,4903,9605
河南省,驻马店市,411700,97,22,796,102,5393,15,6242,4903,9605
海南省,省直辖县级行政区划,469000,242,56,796,20,4434,10,7793,2460,934
福建省,福州市,350100,332,5,22973,148,21296,97,48332,3238,3941
福建省,厦门市,350200,450,1,53751,175,21383,30,136968,3238,3941
福建省,莆田市,350300,517,33,5462,95,5832,4,22441,3238,3941
福建省,三明市,350400,64,12,2812,56,2292,13,8075,3238,3941
福建省,泉州市,350500,3897,322,17847,2091,11468,114,61222,3238,3941
福建省,漳州市,350600,331,9,1816,90,3981,68,13297,3238,3941
福建省,南平市,350700,151,10,1176,61,2335,13,6712,3238,3941
福建省,龙岩市,350800,135,4,2223,64,2969,5,12245,3238,3941
福建省,宁德市,350900,109,6,1518,106,3032,4,15093,3238,3941
湖北省,武汉市,420100,371,40,18065,990,39744,126,31410,2804,5917
湖北省,黄石市,420200,38,10,1217,33,3064,5,3426,2804,5917
湖北省,十堰市,420300,52,6,2133,32,4671,9,3352,2804,5917
湖北省,宜昌市,420500,88,18,3046,121,6857,31,10098,2804,5917
湖北省,襄阳市,420600,193,15,2491,93,5430,27,6208,2804,5917
湖北省,鄂州市,420700,18,5,579,29,1250,6,1961,2804,5917
湖北省,荆门市,420800,41,9,726,60,2959,105,2690,2804,5917
湖北省,孝感市,420900,135,10,952,254,4239,25,3236,2804,5917
湖北省,荆州市,421000,189,32,1348,253,4630,31,4230,2804,5917
湖北省,黄冈市,421100,98,11,1482,86,4740,15,8367,2804,5917
湖北省,咸宁市,421200,99,13,925,162,5164,31,4150,2804,5917
湖北省,随州市,421300,32,4,372,34,1573,4,2957,2804,5917
湖北省,恩施土家族苗族自治州,422800,39,4,721,25,4403,8,6028,2804,5917
安徽省,合肥市,340100,1110,176,12829,937,34093,147,32412,2599,6324
安徽省,芜湖市,340200,279,178,2101,254,5266,119,7054,2599,6324
安徽省,蚌埠市,340300,206,137,1263,269,3959,36,7722,2599,6324
安徽省,淮南市,340400,134,31,865,126,3679,12,3900,2599,6324
安徽省,马鞍山市,340500,154,40,1487,77,3644,24,3983,2599,6324
安徽省,淮北市,340600,99,23,1528,77,2861,8,4243,2599,6324
安徽省,铜陵市,340700,184,91,1208,122,1688,43,2738,2599,6324
安徽省,安庆市,340800,4786,1916,1940,6048,5621,152,10242,2599,6324
安徽省,黄山市,341000,62,27,384,52,1527,28,3502,2599,6324
安徽省,滁州市,341100,958,460,1303,811,3918,62,5571,2599,6324
安徽省,阜阳市,341200,913,180,1528,493,8488,97,12411,2599,6324
安徽省,宿州市,341300,234,101,1175,226,4370,23,4577,2599,6324
安徽省,六安市,341500,320,153,927,288,2530,32,4771,2599,6324
安徽省,亳州市,341600,358,98,619,163,4442,8,6971,2599,6324
安徽省,池州市,341700,176,55,405,121,1306,16,1975,2599,6324
安徽省,宣城市,341800,185,90,637,144,2665,37,3655,2599,6324
重庆市,万州区,500101,60,0,289,2,2001,6,1317,2026,3102
重庆市,涪陵区,500102,132,0,335,2,1049,9,2293,2026,3102
重庆市,渝中区,500103,222,0,3027,12,4112,17,4564,2026,3102
重庆市,大渡口区,500104,92,0,516,3,1172,3,622,2026,3102
重庆市,江北区,500105,363,0,2435,10,4729,11,4474,2026,3102
重庆市,沙坪坝区,500106,233,0,2068,26,4621,7,2708,2026,3102
重庆市,九龙坡区,500107,283,0,3451,47,0,15,6096,2026,3102
重庆市,南岸区,500108,297,0,2234,36,0,14,3720,2026,3102
重庆市,北碚区,500109,194,0,551,7,0,3,1181,2026,3102
重庆市,綦江区,500110,86,0,135,7,0,5,1546,2026,3102
重庆市,大足区,500111,59,0,130,3,0,2,1739,2026,3102
重庆市,渝北区,500112,600,0,3842,31,0,10,8826,2026,3102
重庆市,巴南区,500113,158,0,1006,30,2283,9,1547,2026,3102
重庆市,黔江区,500114,26,0,304,0,1202,1,737,2026,3102
重庆市,长寿区,500115,45,0,229,13,1051,12,5065,2026,3102
重庆市,江津区,500116,77,0,452,28,1623,11,897,2026,3102
重庆市,合川区,500117,39,0,370,8,1167,5,1430,2026,3102
重庆市,永川区,500118,126,0,279,11,1859,11,2491,2026,3102
重庆市,南川区,500119,49,0,92,0,675,0,489,2026,3102
重庆市,璧山区,500120,54,0,182,39,1024,4,922,2026,3102
重庆市,铜梁区,500151,45,0,152,4,1036,8,422,2026,3102
重庆市,潼南区,500152,36,0,68,3,917,0,452,2026,3102
重庆市,荣昌区,500153,29,0,254,4,1633,0,569,2026,3102
重庆市,开州区,500154,30,0,69,1,672,0,727,2026,3102
重庆市,梁平区,500155,57,0,55,3,521,0,738,2026,3102
重庆市,武隆区,500156,4,0,31,0,213,0,223,2026,3102
重庆市,城口县,500229,4,0,16,0,69,0,139,2026,3102
重庆市,丰都县,500230,28,0,68,1,445,0,913,2026,3102
重庆市,垫江县,500231,32,0,78,4,654,0,453,2026,3102
重庆市,忠县,500233,27,0,101,1,1015,0,542,2026,3102
重庆市,云阳县,500235,60,0,43,1,496,0,768,2026,3102
重庆市,奉节县,500236,16,0,68,1,279,0,939,2026,3102
重庆市,巫山县,500237,6,0,21,0,246,0,192,2026,3102
重庆市,巫溪县,500238,9,0,18,0,143,0,581,2026,3102
重庆市,石柱土家族自治县,500240,28,0,58,1,431,0,654,2026,3102
重庆市,秀山土家族苗族自治县,500241,24,0,316,1,544,0,392,2026,3102
重庆市,酉阳土家族苗族自治县,500242,74,0,303,7,724,0,917,2026,3102
重庆市,彭水苗族土家族自治县,500243,34,0,64,2,533,0,1008,2026,3102
陕西省,西安市,610100,2498,0,19609,380,54638,177,84477,4450,3864
陕西省,铜川市,610200,7,0,259,3,795,4,3413,4450,3864
陕西省,宝鸡市,610300,67,0,1377,103,3760,26,10859,4450,3864
陕西省,咸阳市,610400,68,0,1490,71,4265,43,12371,4450,3864
陕西省,渭南市,610500,34,0,749,53,4010,22,7744,4450,3864
陕西省,延安市,610600,14,0,670,5,1843,205,3633,4450,3864
陕西省,汉中市,610700,23,0,383,16,2560,10,5387,4450,3864
陕西省,榆林市,610800,36,0,1689,8,3552,167,9725,4450,3864
陕西省,安康市,610900,26,0,373,12,2147,5,3723,4450,3864
陕西省,商洛市,611000,11,1,149,7,1016,4,2457,4450,3864
湖南省,长沙市,430100,50,40,14019,99,35101,57,106739,3174,6899
湖南省,株洲市,430200,568,7,2104,43,4782,23,8006,3174,6899
湖南省,湘潭市,430300,19,7,2000,22,2564,9,6208,3174,6899
湖南省,衡阳市,430400,74,0,1026,39,5247,15,14164,3174,6899
湖南省,邵阳市,430500,51,10,905,65,4434,14,4662,3174,6899
湖南省,岳阳市,430600,53,11,1576,46,4940,79,14939,3174,6899
湖南省,常德市,430700,68,7,1470,33,3844,27,16516,3174,6899
湖南省,张家界市,430800,3,3,290,1,1116,1,2144,3174,6899
湖南省,益阳市,430900,58,9,693,71,3704,26,5196,3174,6899
湖南省,郴州市,431000,37,9,812,21,3686,10,6522,3174,6899
湖南省,永州市,431100,100,14,801,59,4183,7,10004,3174,6899
湖南省,怀化市,431200,43,9,490,23,3536,4,5268,3174,6899
湖南省,娄底市,431300,60,7,942,20,3032,10,2355,3174,6899
湖南省,湘西土家族苗族自治州,433100,17,4,300,10,1686,5,2605,3174,6899
辽宁省,沈阳市,210100,415,36,17658,390,35130,85,24802,1782,4359
辽宁省,大连市,210200,556,37,4126,286,16339,1300,11092,1782,4359
辽宁省,鞍山市,210300,91,5,1140,141,3917,40,7431,1782,4359
辽宁省,抚顺市,210400,59,10,974,81,3029,160,10868,1782,4359
辽宁省,本溪市,210500,37,4,493,17,1983,8,4326,1782,4359
辽宁省,丹东市,210600,86,5,4455,41,3737,21,9259,1782,4359
辽宁省,锦州市,210700,27,5,711,63,4240,47,8540,1782,4359
辽宁省,营口市,210800,116,8,1461,55,3647,216,11549,1782,4359
辽宁省,阜新市,210900,30,2,317,18,1567,10,2456,1782,4359
辽宁省,辽阳市,211000,31,2,1148,101,1807,28,2951,1782,4359
辽宁省,盘锦市,211100,57,3,691,82,2311,176,8248,1782,4359
辽宁省,铁岭市,211200,115,12,421,39,2940,23,14459,1782,4359
辽宁省,朝阳市,211300,46,5,788,43,3382,22,13020,1782,4359
辽宁省,葫芦岛市,211400,83,3,777,29,2620,37,13978,1782,4359
天津市,和平区,120101,87,0,1418,10,1764,10,1335,5016,1560
天津市,河东区,120102,85,0,927,27,1927,3,1484,5016,1560
天津市,河西区,120103,116,0,2987,23,2802,9,2801,5016,1560
天津市,南开区,120104,180,0,2480,23,3321,15,3472,5016,1560
天津市,河北区,120105,97,0,4284,24,2647,10,1207,5016,1560
天津市,红桥区,120106,57,0,1774,10,1459,3,1695,5016,1560
天津市,东丽区,120110,182,1,2538,55,2550,17,2671,5016,1560
天津市,西青区,120111,155,0,1670,63,2490,17,4233,5016,1560
天津市,津南区,120112,182,0,1879,55,2076,6,2365,5016,1560
天津市,北辰区,120113,81,0,1680,58,3201,22,2141,5016,1560
天津市,武清区,120114,210,3,2980,134,4098,41,3817,5016,1560
天津市,宝坻区,120115,63,0,964,51,1606,17,2319,5016,1560
天津市,滨海新区,120116,542,0,7530,90,7753,126,6998,5016,1560
天津市,宁河区,120117,35,0,774,18,508,5,1020,5016,1560
天津市,静海区,120118,68,0,726,60,1099,75,2182,5016,1560
天津市,蓟州区,120119,48,1,760,9,1120,6,1667,5016,1560
江西省,南昌市,360100,149,38,5258,158,23476,19,19420,4818,4648
江西省,景德镇市,360200,90,29,384,37,1032,3,1370,4818,4648
江西省,萍乡市,360300,67,11,584,29,2256,42,2854,4818,4648
江西省,九江市,360400,363,30,2818,194,8145,111,10875,4818,4648
江西省,新余市,360500,29,9,1847,29,3669,4,4305,4818,4648
江西省,鹰潭市,360600,59,3,362,36,1332,5,2632,4818,4648
江西省,赣州市,360700,185,23,1491,123,6615,24,13687,4818,4648
江西省,吉安市,360800,129,24,1421,115,6040,9,7009,4818,4648
江西省,宜春市,360900,139,16,1729,138,14831,182,8060,4818,4648
江西省,抚州市,361000,89,36,682,198,3952,15,3439,4818,4648
江西省,上饶市,361100,202,37,2337,151,5738,15,7978,4818,4648
云南省,昆明市,530100,140,10,8603,147,17189,88,16260,3021,4830
云南省,曲靖市,530300,23,1,618,15,3815,2,5369,3021,4830
云南省,玉溪市,530400,45,1,769,10,2168,8,8100,3021,4830
云南省,保山市,530500,3,0,727,5,2136,0,3791,3021,4830
云南省,昭通市,530600,5,1,241,4,1780,4,2994,3021,4830
云南省,丽江市,530700,3,0,147,2,806,0,1152,3021,4830
云南省,普洱市,530800,3,0,269,6,1727,0,2542,3021,4830
云南省,临沧市,530900,4,0,428,5,1446,2,2264,3021,4830
云南省,楚雄彝族自治州,532300,28,3,280,7,2214,4,4247,3021,4830
云南省,红河哈尼族彝族自治州,532500,30,1,1019,7,3072,12,4907,3021,4830
云南省,文山壮族苗族自治州,532600,6,1,387,9,2971,1,7274,3021,4830
云南省,西双版纳傣族自治州,532800,1,0,353,3,1426,0,1763,3021,4830
云南省,大理白族自治州,532900,7,0,337,26,2205,0,2999,3021,4830
云南省,德宏傣族景颇族自治州,533100,30,0,951,0,934,5,1282,3021,4830
云南省,怒江傈僳族自治州,533300,7,0,53,1,287,0,1749,3021,4830
云南省,迪庆藏族自治州,533400,6,0,36,1,271,0,264,3021,4830
广西壮族自治区,南宁市,450100,286,26,17099,162,37863,44,32002,2025,4926
广西壮族自治区,柳州市,450200,105,7,4053,40,6270,43,5842,2025,4926
广西壮族自治区,桂林市,450300,28,5,1234,22,6830,12,5756,2025,4926
广西壮族自治区,梧州市,450400,44,1,1119,8,2813,9,4772,2025,4926
广西壮族自治区,北海市,450500,15,2,1202,8,2267,16,2328,2025,4926
广西壮族自治区,防城港市,450600,19,3,2423,9,958,3,1586,2025,4926
广西壮族自治区,钦州市,450700,25,0,812,18,2423,10,4287,2025,4926
广西壮族自治区,贵港市,450800,24,17,604,32,2835,15,2983,2025,4926
广西壮族自治区,玉林市,450900,47,7,1405,22,5199,9,4868,2025,4926
广西壮族自治区,百色市,451000,36,3,1071,17,3088,7,4038,2025,4926
广西壮族自治区,贺州市,451100,9,5,284,15,1328,5,2938,2025,4926
广西壮族自治区,河池市,451200,27,0,407,5,2197,0,2979,2025,4926
广西壮族自治区,来宾市,451300,29,12,615,13,1357,4,2289,2025,4926
广西壮族自治区,崇左市,451400,41,2,1837,7,1398,0,1668,2025,4926
山西省,太原市,140100,95,4,14433,77,17802,12,20862,3514,3718
山西省,大同市,140200,37,6,1048,19,3522,4,4622,3514,3718
山西省,阳泉市,140300,30,1,1184,6,1586,4,2959,3514,3718
山西省,长治市,140400,18,4,1601,17,3063,10,7855,3514,3718
山西省,晋城市,140500,39,6,845,9,2722,6,6294,3514,3718
山西省,朔州市,140600,19,3,1109,12,1415,8,4956,3514,3718
山西省,晋中市,140700,22,2,1563,20,3294,9,7465,3514,3718
山西省,运城市,140800,50,4,6916,52,4672,29,8513,3514,3718
山西省,忻州市,140900,17,4,576,8,1639,4,3480,3514,3718
山西省,临汾市,141000,57,12,1197,31,4378,3,5811,3514,3718
山西省,吕梁市,141100,34,6,1414,36,2236,10,5615,3514,3718
贵州省,贵阳市,520100,109,37,6634,117,15565,38,12324,2412,3600
贵州省,六盘水市,520200,22,0,319,3,1229,1,2591,2412,3600
贵州省,遵义市,520300,56,6,901,14,4446,6,5274,2412,3600
贵州省,安顺市,520400,24,4,250,7,1231,6,1699,2412,3600
贵州省,毕节市,520500,32,6,1617,15,2406,2,5705,2412,3600
贵州省,铜仁市,520600,29,6,264,22,1681,1,2720,2412,3600
贵州省,黔西南布依族苗族自治州,522300,12,3,335,9,1492,4,2853,2412,3600
贵州省,黔东南苗族侗族自治州,522600,26,4,450,6,2483,6,4222,2412,3600
贵州省,黔南布依族苗族自治州,522700,52,4,548,17,2423,11,3891,2412,3600
吉林省,长春市,220100,345,22,7443,280,27483,76,25469,1831,2704
吉林省,吉林市,220200,41,0,2907,52,7768,42,13839,1831,2704
吉林省,四平市,220300,26,0,378,38,3966,17,6396,1831,2704
吉林省,辽源市,220400,14,0,172,18,1373,9,2370,1831,2704
吉林省,通化市,220500,32,0,301,21,2992,4,3405,1831,2704
吉林省,白山市,220600,18,0,225,9,1929,6,1567,1831,2704
吉林省,松原市,220700,24,0,505,24,3158,11,3845,1831,2704
吉林省,白城市,220800,34,0,212,45,2196,3,3815,1831,2704
吉林省,延边朝鲜族自治州,222400,35,0,1347,20,4840,24,3572,1831,2704
黑龙江省,哈尔滨市,230100,319,0,9962,176,31479,47,27119,5476,3773
黑龙江省,齐齐哈尔市,230200,52,0,1050,30,7989,15,29098,5476,3773
黑龙江省,鸡西市,230300,15,0,218,4,2002,3,10548,5476,3773
黑龙江省,鹤岗市,230400,12,0,120,0,777,0,14090,5476,3773
黑龙江省,双鸭山市,230500,3,0,274,1,1696,1,6719,5476,3773
黑龙江省,大庆市,230600,38,0,18396,76,6696,71,31582,5476,3773
黑龙江省,伊春市,230700,31,0,206,4,1063,0,4897,5476,3773
黑龙江省,佳木斯市,230800,13,0,893,66,4252,8,10212,5476,3773
黑龙江省,七台河市,230900,6,0,96,11,1359,0,3346,5476,3773
黑龙江省,牡丹江市,231000,70,0,627,36,3523,18,5302,5476,3773
黑龙江省,黑河市,231100,14,0,738,8,2111,1,12102,5476,3773
黑龙江省,绥化市,231200,25,0,598,33,4165,5,6372,5476,3773
黑龙江省,大兴安岭地区,232700,4,0,115,0,640,0,4335,5476,3773
内蒙古自治区,呼和浩特市,150100,88,0,5301,29,8274,42,19382,1846,2534
内蒙古自治区,包头市,150200,35,0,1634,38,4250,9,20626,1846,2534
内蒙古自治区,乌海市,150300,6,0,170,7,747,3,2182,1846,2534
内蒙古自治区,赤峰市,150400,39,0,2117,26,6396,18,20048,1846,2534
内蒙古自治区,通辽市,150500,40,0,528,16,3831,12,5437,1846,2534
内蒙古自治区,鄂尔多斯市,150600,28,0,1942,33,2733,34,12912,1846,2534
内蒙古自治区,呼伦贝尔市,150700,12,0,640,4,2961,5,4520,1846,2534
内蒙古自治区,巴彦淖尔市,150800,27,0,391,21,1977,7,4408,1846,2534
内蒙古自治区,乌兰察布市,150900,45,0,264,22,1583,12,2556,1846,2534
内蒙古自治区,兴安盟,152200,20,0,263,10,1898,3,8089,1846,2534
内蒙古自治区,锡林郭勒盟,152500,27,0,927,16,1819,7,2280,1846,2534
内蒙古自治区,阿拉善盟,152900,3,0,244,0,313,5,1719,1846,2534
新疆维吾尔自治区,乌鲁木齐市,650100,123,0,23510,118,17391,39,13949,2525,2487
新疆维吾尔自治区,克拉玛依市,650200,9,0,2600,4,507,7,5333,2525,2487
新疆维吾尔自治区,吐鲁番市,650400,21,0,270,5,586,3,1152,2525,2487
新疆维吾尔自治区,哈密市,650500,16,0,612,5,862,0,1319,2525,2487
新疆维吾尔自治区,昌吉回族自治州,652300,80,0,1917,46,1712,23,6041,2525,2487
新疆维吾尔自治区,博尔塔拉蒙古自治州,652700,12,0,886,21,798,6,8047,2525,2487
新疆维吾尔自治区,巴音郭楞蒙古自治州,652800,21,0,8936,18,2101,10,13134,2525,2487
新疆维吾尔自治区,阿克苏地区,652900,26,0,1573,18,2331,8,4120,2525,2487
新疆维吾尔自治区,克孜勒苏柯尔克孜自治州,653000,12,0,266,4,301,3,1060,2525,2487
新疆维吾尔自治区,喀什地区,653100,86,0,2832,20,2703,12,11007,2525,2487
新疆维吾尔自治区,和田地区,653200,15,0,1663,7,1689,2,9865,2525,2487
新疆维吾尔自治区,伊犁哈萨克自治州,654000,66,0,2873,37,3448,10,6500,2525,2487
新疆维吾尔自治区,塔城地区,654200,17,0,605,9,855,8,4433,2525,2487
新疆维吾尔自治区,阿勒泰地区,654300,12,0,231,2,440,6,2875,2525,2487
新疆维吾尔自治区,自治区直辖县级行政区划,659000,40,0,2242,40,2012,18,4843,2525,2487
甘肃省,兰州市,620100,182,0,5292,92,9308,57,10090,3237,2637
