name,money,addr
石狮市龙屿合兴卫生用品有限公司,300万元人民币,福建省泉州市石狮市湖滨街道南环路616号二楼
常熟市立新无纺布织造有限公司,800万元人民币,常熟市支塘镇盛泾村
江西得康防护用品有限公司,800万元人民币,江西省上饶经济技术开发区龙门路松江之光9号楼
泉州市博今卫生材料有限公司,800万港元,福建省南安市水头镇邦吟村
山东鑫吉瑞医疗科技有限公司,300万元人民币,山东省济南市高新区大正路1777号生物医药园中小企业产业化基地5号楼106号厂房
安徽省悦美康众防护用品有限公司,500万元人民币,安徽省安庆市怀宁县高河镇新安路骑龙工业园
安徽省双亿康卫生用品有限公司,500万元人民币,安徽省安庆市怀宁县工业园雄山路稼仙金佳粮三楼B区
安徽新宝洁刷业有限公司,500万元人民币,安徽省安庆市潜山市源潭镇工业园区68号
潍坊舒肤康新材料科技有限公司,28000万元人民币,山东省潍坊市寿光市羊口镇北海路北盐都路西
天长市东霖电子有限公司,50万元人民币,天长市秦栏镇金庄小区
中山市鑫威织造有限公司,150万元人民币,中山市三乡镇平南工业区金宏路30号之二区2楼
山东到位网络科技有限公司,3000万元人民币,山东省临沂市兰山区临西十路北段砚台岭小区沿街39号楼
安徽芭蕾劳保用品有限公司,500万元人民币,安徽省安庆市怀宁县马庙镇马庙工业园
山东博海净化材料有限公司,500万元人民币,山东省临沂市高新区罗西街道东石埠工业园
太康县恒宝医疗器械有限公司,500万元人民币,河南省周口市太康县毛庄镇太康县产业集聚区阳夏路与纬二路交汇
安徽省小二防护用品有限公司,500万元人民币,安徽省安庆市怀宁县工业园月山大道电子精密专业园A#楼
安徽安瑞华防护用品有限公司,500万元人民币,安徽省安庆市怀宁县金拱镇金拱工业园跃明塑料厂内
安徽省华益康防护用品有限公司,500万元人民币,安徽省安庆市怀宁县工业园雄山路稼仙集团三楼
山东亚昌防护用品有限公司,500万元人民币,山东省潍坊市高密市朝阳街道月潭路1300号
吉林德坤商贸有限公司,1000万元人民币,松原市宁江区雅达虹工业集中区
安徽可依防护用品有限公司,500万元人民币,安徽省安庆市潜山市余井镇工业园区10号
南昌市赣江新型材料隔板厂,30万元人民币,江西省南昌市青山湖区罗家镇濡溪村工业小区
河南创匠医疗器械有限公司,1000万元人民币,河南省商丘市虞城县城郊乡伊尹大道与工业大道交叉口东北角三人行院内08号
河南东子卫生材料有限公司,500万元人民币,河南省安阳市滑县慈周寨乡东连屯1号
深圳市明智达电力设备有限公司,100万元人民币,深圳市宝安区松岗街道红星社区湾头南区三巷4号203
桐城市惠锋卫生材料有限公司,200万元人民币,安徽省安庆市桐城市青草镇青潜路43号
江西鲍斯高服饰有限公司,3000万元人民币,江西省抚州市东乡区经济开发区科技孵化园片区
太康县三顺卫生用品有限公司,13000万元人民币,太康县产业集聚区(阳夏路与纬一路交叉口)
肇庆浚淇医疗器械有限公司,100万元人民币,肇庆市端州八路过境公路北侧肇庆曼克隆新合纤公司内复合超细长丝车间二楼第三卡
安徽韵德防护用品有限公司,1800万元人民币,安徽省安庆市怀宁县高河镇万兴村猖岭组03号
高密市鲁源机械厂,,高密市醴泉街道北栾家庄1路5号
天长市锦昌防护用品有限公司,50万元人民币,天长市仁和集镇仁和社区陈庄队
泸州市比利恩医疗器械有限公司,1000万元人民币,四川省泸州市泸县玉蟾街道康乐大道220号3栋
桐城市金鹰制刷厂,,桐城市范岗镇挂车河大道
江西国滤新材料有限公司,500万元人民币,江西省九江市九江经济技术开发区汽车工业园顺意路电子产业园10号厂房东侧
深圳市活力健康管理有限公司,50万元人民币,深圳市龙岗区横岗街道志盛社区茂盛路1号志健时代广场4A001
山东隆泰医疗科技有限公司,1000万元人民币,山东省烟台市招远市盛泰路99号
威海合益电子科技有限公司,1000万元人民币,山东省威海市文登区环山办马山路8-3号
安庆雨春防护用品有限公司,1000万元人民币,安徽省安庆市怀宁县工业园雄山路3号
永兴荣德纺织科技有限公司,5000万元人民币,湖南省郴州市永兴县便江镇山冲村(新材料新能源产业园1号)
揭西县明胜达医疗用品有限公司,50万元人民币,广东省揭西县棉湖镇岭南社区新越工业园第三排B栋(棉湖区域)
潜山市棋人防护用品有限公司,900万元人民币,安徽省安庆市潜山市源潭镇双林工业园10号
安庆馨康防护用品有限公司,200万元人民币,安徽省安庆市怀宁县工业园独秀大道015号
安徽优客来劳保用品有限公司,1000万元人民币,安徽省安庆市潜山市经济开发区皖水南路1幢
山东芳华医疗器械有限公司,300万元人民币,山东省潍坊市昌邑市卜庄镇白衣庙村东88米
尉氏县佳瑞商贸有限公司,100万元人民币,河南省开封市尉氏县小陈乡小陈村三组
安庆市惠尔健防护用品有限公司,188万元人民币,安徽省安庆市怀宁县工业园雄山路稼仙集团2楼
天长市永康科技有限公司,1008万元人民币,安徽省天长市永丰街道工业园
江门火神鸟药业科技有限公司,1000万元人民币,江门市新会区大泽镇五和村委会双飞山(土名)
云南三恩汽车新材料有限公司,2000万元人民币,云南省楚雄开发区苍岭云甸工业片区云发路1号
河南康顺医疗器械有限公司,500万元人民币,河南省安阳市滑县焦虎乡焦虎村东800米路北
安徽佳欣劳保用品有限公司,1000万元人民币,安徽省安庆市怀宁县马庙镇天工东路60号
安庆市美得美防护用品有限公司,100万元人民币,安徽省安庆市怀宁县高河镇高河大道天美汽贸厂区内
安徽洁杰劳保用品有限公司,800万元人民币,安徽省安庆市潜山市经济开发区八一大道0168号B16、17幢
临沂映山红国际贸易有限公司,527万元人民币,山东省临沂市综合保税区沂河三路2号楼三层B单元1211-015
安徽融晟商贸有限公司,500万元人民币,安徽省安庆市大观区大观亭小区一期12#楼底层5号
湖北新坚实机械科技有限公司,368万元人民币,石首市经济开发区金平工业园区粟田大道
桐乡守敬应用技术研究院有限公司,350万元人民币,桐乡市梧桐街道发展大道1488号1幢8楼
东莞市润成新材料有限公司,100万元人民币,广东省东莞市厚街镇华伟路10号108室
安徽东至双江纺织有限公司,4000万元人民币,东至县东流镇长江路186号
安庆源鑫塑业有限公司,100万元人民币,安徽省安庆市怀宁县工业园月山大道469号
安徽合茂卫生用品有限公司,667万元人民币,安徽省安庆市潜山市源潭镇经济开发区刷业大市场1-4号
马鞍山源润卫生材料科技有限公司潜山分公司,,安徽省安庆市潜山市源潭镇工业园区建园路42号
潜山市明泰防护用品有限公司,200万元人民币,安徽省安庆市潜山市经济开发区东环路166号
安庆市好洁成防护用品有限公司,100万元人民币,安徽省安庆市怀宁县金拱镇七里工业聚集区
石家庄欣欣向荣网络科技有限公司,10万元人民币,河北省石家庄市鹿泉经济开发区申后新村东侧50米路南停车场院内03室
安徽鑫汇通防护用品有限公司,500万元人民币,安徽省安庆市桐城市新渡镇双墩村11号
安庆市科博贸易有限公司,200万元人民币,安徽省安庆市怀宁县工业园石牌大道东008号
晋江市嘉宝印花有限公司,400万元人民币,福建省泉州市晋江市龙湖镇晋江市经济开发区(时尚服饰织造园)
河南慕华防护用品有限公司,200万元人民币,长垣县张三寨镇草坡村
冠和（北流）玩具有限公司,1000万港元,北流市甘村皮件工业集中区4号
安庆市安之源医疗器械有限公司,500万元人民币,安徽省安庆市怀宁县工业园兴业路
安徽恒雅医疗科技有限公司,500万元人民币,安徽省安庆市潜山市梅城镇皖潜大道003号
广州中樱汽车零部件有限公司,5006万元人民币,广州市黄埔区南岗鸭宝窿工业区
安徽一桐防护用品有限公司,880万元人民币,安徽省安庆市桐城市新渡镇新安南路168号
安徽康美卫生用品有限公司,500万元人民币,安徽省安庆市怀宁县马庙镇合一社区东风组
上饶市广丰区静静经营部,20万元人民币,上饶市广丰区洋口镇芦洋产业园B区
安徽沃得康防护用品有限公司,500万元人民币,安徽省安庆市怀宁县马庙镇天工东路064号
安庆市基朝防护用品有限公司,500万元人民币,安徽省安庆市潜山市源潭镇双峰居委会雷榜组5号
安徽振凯兴医疗科技有限公司,500万元人民币,安徽省安庆市怀宁县金拱镇206国道金拱工业园
佛山市雅迪制衣有限公司,50万元人民币,佛山市禅城区张槎一路古灶瓷厂内四幢第1-2层
安徽绿保劳保用品有限公司,500万元人民币,安徽省安庆市怀宁县马庙镇汪洋村
安徽洁净康劳保用品有限公司,500万元人民币,安徽省安庆市怀宁县工业园月山大道7号
安徽宝利洁防护用品有限公司,816.8万元人民币,安徽省安庆市桐城市新渡镇凤凰村少岭布点西侧2号
安徽吉腾卫生用品有限公司,500万元人民币,安徽省安庆市潜山市源潭镇长宁工业园区106号
鸿业医疗器械（深圳）有限公司,500万元人民币,深圳市南山区粤海街道滨海社区高新南十道81、83、85号深圳市软件产业基地1栋C1901A5-65
广西长港化工有限责任公司,200万元人民币,贵港市港北区狮岭路594号裕晟产业园19幢厂房05号西边
江西省润邦农业开发集团有限公司,26000万元人民币,江西省抚州市东乡区杨桥殿镇宋塘村148号
滑县超康医疗器械有限公司,100万元人民币,河南省安阳市滑县焦虎乡双沟西街村217号
安徽英林劳保用品有限公司,500万元人民币,安徽省安庆市怀宁县马庙镇工业集聚区
潜山市万萍防护用品有限公司,500万元人民币,安徽省安庆市潜山市经济开发区八一路0012号
邯郸市莲山服饰有限公司贺祥分公司,,河北省邯郸市魏县沙口集乡贺祥社区创业大街A22号
宝鸡市顺发物资回收有限公司,1200万元人民币,陕西省宝鸡市陈仓区千渭大众村南(陈仓大道北)
肇庆市金鸿基科技有限公司,100万元人民币,肇庆高新区工业大街21号登骏数码城有限公司厂房1#A1-02自编001室
青岛创星科科技有限公司,100万元人民币,山东省青岛市城阳区流亭街道长城南路6号首创空港国际中心2号楼627室
怀宁县海阔商贸有限公司,148万元人民币,安徽省安庆市怀宁县平山镇猫山街道
湖北凯达医疗用品有限公司,8000万元人民币,天门市经济开发区天仙路8号
东莞建志五金制品有限公司,500万元人民币,东莞市东城街道柏洲边松岭街18号
安徽益百康塑业有限公司,800万元人民币,安徽省安庆市怀宁县工业园黄龙路6号
镇江市佳和电源材料有限公司,300万元人民币,扬中经济开发区园博大道(江苏荣胜长江塑业有限公司内))
安徽至拓劳保用品有限公司,500万元人民币,安徽省安庆市怀宁县高河镇工业小区
莆田市爱尚千寻珠宝贸易有限公司,100万元人民币,福建省莆田市秀屿区笏石镇篁山村店头112号
安徽源澈过滤设备有限公司,500万元人民币,天长市经济开发区经六路与纬二路交口处
创酷新材料科技（深圳）有限公司,300万元人民币,深圳市南山区西丽街道曙光社区茶光路1044号波顿科技园二期B701-03室
安徽元品正防护用品有限公司,500万元人民币,安徽省安庆市潜山市经济开发区天柱山科技园B4-4
安徽益诚卫生材料有限公司,500万元人民币,安徽省安庆市怀宁县高河镇红旗村藕塘组005号
安徽祥昇纸塑有限公司,525万元人民币,安徽省安庆市怀宁县马庙镇严岭村
安徽中鹏防护用品有限公司,500万元人民币,安徽省安庆市怀宁县工业园兴业路11号
安徽兴宝卫生用品有限公司,500万元人民币,安徽省安庆市怀宁县工业园洪铺路12号
安徽省朝鑫防护用品有限公司,500万元人民币,安徽省安庆市怀宁县工业园雄山路6号
安庆市优民卫生用品有限公司,200万元人民币,安徽省安庆市怀宁县工业园独秀大道6号
安庆致优卫生材料有限公司,300万元人民币,安徽省安庆市怀宁县工业园月山大道1号
焦作腾润医疗器械有限公司,1280万元人民币,河南省焦作市孟州市谷旦镇谷黄路南6号
安徽中睿卫生材料有限公司,500万元人民币,安徽省安庆市怀宁县高河镇永宁大道金瓯商务广场三楼
安徽省泷康卫生材料有限公司,500万元人民币,安徽省安庆市怀宁县工业园三桥路6号
安徽宝利通卫生材料科技有限公司,500万元人民币,安徽省安庆市潜山市源潭镇建园路1号
安徽四海通达防护用品有限公司,500万元人民币,安徽省安庆市怀宁县工业园稼先北路6号
安徽省新兴纸业有限责任公司,500万元人民币,安徽省安庆市怀宁县马庙镇马庙街道
安徽金健医疗科技有限公司,1080万元人民币,安徽省安庆市潜山市源潭镇源岳路88号
上海彩艳实业有限公司,3000万元人民币,上海市金山区枫泾镇王圩西路11号2幢
安徽贝洁医疗科技有限公司,500万元人民币,安徽省安庆市怀宁县高河镇查湾村查湾组村部旁
山东辰宇新媒体传播有限公司,500万元人民币,山东省济宁市嘉祥县兖兰中街140号1号楼4单元102室
中山市康能劳保用品厂,5万元人民币,中山市黄圃镇横档村振兴路46号首层
哈尔滨启蕴医疗科技有限公司,2000万元人民币,哈尔滨经开区哈平路集中区烟台一路8号1栋
黑龙江利民药业有限公司,5000万元人民币,勃利县小五站镇308省道北2公里处
安徽戴力康卫生用品有限公司,500万元人民币,安徽省安庆市怀宁县金拱镇206国道中州家具城5楼
东港市长山镇尚亿服装辅料厂,,辽宁省丹东市东港市长山镇七股顶村王家大沟组
九江欧置实业有限公司,14万美元,江西省九江市浔阳区西二路开发区
安徽娅茜防护用品有限公司,500万元人民币,安徽省安庆市怀宁县马庙镇天工东路250号
安徽安立康卫生材料有限公司,500万元人民币,安徽省安庆市怀宁县工业园石牌大道与里仁路交叉口
潜山市峰凤劳保用品有限公司,500万元人民币,安徽省安庆市潜山市源潭镇循环经济产业园3号
东莞市雨声包装制品有限公司,100万元人民币,广东省东莞市常平镇桥梓桥南路11号101室
深圳市合信精通科技有限公司,200万元人民币,深圳市宝安区福海街道新和社区欧联路鑫银海电子有限公司厂房A3层
安徽稼轩劳保用品有限公司,500万元人民币,安徽省安庆市怀宁县高河镇工业小区
安徽戴立健卫生用品有限公司,500万元人民币,安徽省安庆市怀宁县工业园雄山路28号
天长市利迪扬冠防护用品厂,,天长市铜城镇铜北村罗庄组路边
安徽福瑞诺医疗科技有限公司,2000万元人民币,安徽省安庆市潜山市经济开发区东环路166号
深圳市普昇实业发展有限公司,1200万元人民币,深圳市龙华区龙华街道龙园社区梅苑新村龙珠楼1、2号一单元301
桐城市创银无纺布制品有限公司,500万元人民币,安徽省桐城市新渡镇童庄居委会西环路
日照恒聚塑胶制品有限公司,100万元人民币,山东省日照市莒县刘官庄镇水沟崖村
安徽天麦医疗器械有限公司,1000万元人民币,安徽省安庆市潜山市黄铺镇黄铺村永红组16-1号
泉州市沛辉贸易有限公司,100万元人民币,福建省泉州市晋江市内坑镇古山村东大路91号
山东家卫防护用品有限公司,1000万元人民币,临沂市郯城县郯城县庙山镇大埠一村6号。
安徽新弘泰防护用品有限公司,1000万元人民币,安徽省安庆市怀宁县工业园陶亭路19号
山东美同医药科技有限公司,1000万元人民币,山东省聊城市茌平区振兴街道茌大道(吴官屯工业园内)
正非科技（成都）有限责任公司,611万元人民币,四川省成都市天府新区兴隆街道场镇社区正街57号1幢2单元8号
潜山金鸿卫生材料科技有限公司,200万元人民币,安徽省安庆市潜山市开发区东环路166号
潜山市京宜达劳保用品有限公司,100万元人民币,安徽省安庆市潜山市经济开发区八一大道天柱山科技园B11-1
河南鑫顺卫生材料有限公司,100万元人民币,河南省安阳市滑县高平镇苗西工业园区4号
杭州凯源过滤器材有限公司,1000万元人民币,浙江省杭州市富阳区东洲街道工业功能区五号路21号
蚌埠凯卫环保科技有限公司,500万元人民币,蚌埠市国际汽车城3区4栋33号
深圳市八方日用防护用品有限公司,300万元人民币,深圳市龙岗区龙岗街道南联社区爱南路227号东进1号文化创意园301
潜山市五佳劳保用品有限公司,50万元人民币,安徽省安庆市潜山市梅城镇潘铺工业园区风情大道8号
安徽万斯科防护用品有限公司,1000万元人民币,安徽省安庆市怀宁县工业园稼先北路6号
怀宁永昌恒服饰有限公司,1000万元人民币,安徽省安庆市怀宁县高河镇宝泰工业园独秀大道北004号
江苏神舟车业集团有限公司,4000万元人民币,金湖县健康西路129号
潜山市康利鑫卫生材料有限公司,200万元人民币,安徽省安庆市潜山市源潭镇东红村工业园区大兴1号
安庆市宜家劳保用品有限公司,180万元人民币,安徽省安庆市怀宁县平山镇猫山村猫山街道108号
长垣市胜业纺织品有限公司,50万元人民币,河南省新乡市长垣市芦岗乡滑店村44号
潜山市七颗星防护用品有限公司,100万元人民币,安徽省安庆市潜山市源潭镇长和居委会石塥组10号
江西汇金商贸有限公司,200万元人民币,南昌市新建区长堎镇长麦南路58号(长麦大街.幸福里)7栋1单元1003室
临沂健尔康防护用品有限公司,200万元人民币,山东省临沂市沂南县青驼镇大冯家楼子村
保定铭越内饰材料制造有限公司,300万元人民币,河北省保定市清苑区白团乡东壁阳城村
安徽源潭铭刷业有限公司,500万元人民币,安徽省安庆市潜山市源潭镇赵冲村角树组20号
晋江市大耀智能设备有限公司,100万元人民币,福建省泉州市晋江市龙湖镇锡坑村南区31号
临沂卫尔康防护用品有限公司,200万元人民币,山东省临沂市沂南县青驼镇大冯家楼子村
郑州百平医疗器械有限责任公司,8000万元人民币,河南省郑州市登封市嵩阳街道南环二路与嵩山路交叉口东北角
青岛美家防护用品有限公司,100万元人民币,山东省青岛市胶州市胶西街道办事处宋家小庄村69号
潜山市江明劳保用品有限公司,200万元人民币,安徽省安庆市潜山市源潭镇新城开发区6号
临泉县俊辉防护用品有限公司,1000万元人民币,安徽省阜阳市临泉县老集镇老集村委会老集村(临泉县商都有限公司老集分公司)西100米路南
潜山流金劳保用品有限公司,120万元人民币,安徽省安庆市潜山市开发区南环路0022号
东莞市赛瑞多科技有限公司,50万元人民币,广东省东莞市横沥镇西香路5号2号楼302房
深圳市大江光电有限公司,50万元人民币,深圳市坪山区坑梓街道梓横西路49号创兆产业园D栋801
怀宁康来源卫生用品有限公司,200万元人民币,安徽省安庆市怀宁县工业园雄山路东28号
怀宁县名坤劳保用品有限公司,200万元人民币,安徽省安庆市怀宁县工业园陶亭路11号
济南美满服饰帽业有限公司,30万元人民币,山东省济南市章丘区刁镇盲东村村北
东莞市南洋辉煌无纺科技有限公司,100万元人民币,广东省东莞市茶山镇茶山金山路41号101室
滑县优康医疗器械有限公司,60万元人民币,河南省安阳市滑县焦虎镇桑科营后街村口向北268米
安庆市望族服饰有限公司,50万元人民币,安徽省安庆市大观区海口工业园
高密市众康安防科技有限公司,100万元人民币,山东省潍坊市高密市密水街道清华社区密水大街与西湖路路口南侧
安徽天目卫生材料有限公司,600万元人民币,安徽省安庆市怀宁县金拱镇兴胜村邹冲组21号
安徽韵康卫生材料有限公司,500万元人民币,安徽省安庆市潜山市开发区中合产业园C12栋
安徽通达九洲劳保用品有限公司,500万元人民币,安徽省安庆市怀宁县工业园雄山西路9号
安徽绍峰卫生用品有限公司,500万元人民币,安徽省安庆市怀宁县茶岭镇泉合村新建组006号
安徽鑫达康卫生材料有限公司,500万元人民币,安徽省安庆市怀宁县工业园月山大道16号
安徽龙华永盛卫生材料有限公司,500万元人民币,安徽省安庆市怀宁县工业园月山大道8号
深圳市正中生态家智能家居有限公司,3万元人民币,深圳市龙岗区龙岗街道龙河路榭丽花园3期2座1307
安徽千鑫通讯科技有限公司东莞长安分公司,,广东省东莞市长安镇上沙中南中路84号1号楼202室
安徽康达雅防护用品有限公司,500万元人民币,安徽省安庆市怀宁县工业园独秀大道与雄山路交口处7号
安徽雅洁康防护用品有限公司,500万元人民币,安徽省安庆市怀宁县高河镇育儿路金瓯商务广场3楼304-337
安徽康荣防护用品有限公司,560万元人民币,安徽省安庆市怀宁县工业园洪铺路7号
青州市阿富商贸有限公司,60万元人民币,山东省潍坊市青州市益都东路(309国道)泓德物流园7-141
安庆市旭昇劳保用品有限公司,50万元人民币,安徽省安庆市怀宁县高河镇万兴村西庙组033号
安徽健安喜医疗器械有限公司,600万元人民币,安徽省阜阳市太和县城关镇胜利路与宏业路交叉口6号
高密市英信精华劳保用品有限公司,30万元人民币,山东省潍坊市高密市密水街道战鼓湾路(老保险柜厂内)857号
安徽皖之宜友卫生材料有限公司,500万元人民币,安徽省安庆市怀宁县西湖村立新组007号
肇庆市康泰医疗器械科技有限公司,100万元人民币,四会市城中街道高狮三棵榕(2号厂房)之四
六安市德尔瑞羽绒有限公司,200万元人民币,六安市裕安区固镇镇工业园区(六安市祥瑞羽绒有限公司内)
安徽鑫盛康卫生材料有限公司,580万元人民币,安徽省安庆市怀宁县工业园黄龙路5号
高密恒信鞋业有限公司,100万元人民币,山东省潍坊市高密市密水街道康成大街西首路北3988号
营口忠实实业有限公司大石桥市分公司,,辽宁省营口大石桥市西外环路86号
安徽天元电缆有限公司,21800万元人民币,安徽省安庆市潜山市经济开发区八一路0018号
安庆市康之源防护用品有限公司,60万元人民币,安徽省安庆市怀宁县高河镇新安路月亮湾5号楼101-104铺
安徽宜卫康防护用品有限公司,500万元人民币,安徽省安庆市怀宁县高河镇育儿路祥和家园二期4栋133-135铺
肇庆风华国际贸易有限公司,1000万元人民币,肇庆市端州区叠翠路安逸雅苑二楼202写字楼213室
安徽绿健防护用品有限公司,500万元人民币,安徽省安庆市怀宁县金拱镇兴胜村曹庄组
深圳宝矿科技有限公司,666万元人民币,深圳市宝安区新桥街道沙企社区蚝乡路中心名座B栋中心名座302
安徽省西尔德医疗科技有限公司,500万元人民币,安徽省安庆市望江县经济开发区望江大道530号(兴业汽车修理公司3楼)
怀宁吉利来精密机械科技有限公司,500万元人民币,安徽省安庆市怀宁县工业园电子精密机械产业园
安徽省金诚达防护用品有限公司,500万元人民币,安徽省安庆市怀宁县金拱工业园
安远诚商合投医疗器械有限公司,5000万元人民币,江西省赣州市安远县欣山镇城北电子信息产业园
潜山市瑞徽防护用品有限公司,50万元人民币,安徽省安庆市潜山市经济开发区中合产业园C13栋3单元2层
深圳市敏航智能科技有限公司,5000万元人民币,深圳市光明区光明街道翠湖社区光明大街150号伟创业大厦402
安徽林风卫生材料有限公司,500万元人民币,安徽省安庆市怀宁县工业园月山大道电子精密仪器专业园11号楼
山东奥康莱防护用品有限公司,600万元人民币,山东省潍坊市高密市密水街道平安大道南杨戈庄村1678号
安徽梦豪卫生用品有限公司,500万元人民币,安徽省安庆市怀宁县高河镇独秀大道73号
安徽陆佳劳保用品有限公司,500万元人民币,安徽省安庆市怀宁县工业园陶亭路17号
山东环康卫生用品有限公司,300万元人民币,聊城市东昌府区柳园办事处后菜市街闸口科技广场北步行街D2-37号
太和县祥芝堂药材有限公司,600万元人民币,太和县赵集乡赵集村大王庄自然村对面太利路路南
广东立明生物科技有限公司,1000万元人民币,鹤山市共和镇共盈路7号之一
安庆市宝泰元卫生用品有限公司,500万元人民币,安徽省安庆市怀宁县工业园月山大道北002号
安徽远方防护用品有限公司,3000万元人民币,安徽省安庆市桐城市经济技术开发区同祥路12号
安徽省鑫诚卫生用品有限公司,588万元人民币,安徽省安庆市潜山市源潭镇源庆路200号源潭镇农民工创业园18号
阳谷夏工精锻有限公司,5000万元人民币,阳谷县侨润办事处东焦海村
安徽省诺尔防护用品有限公司,500万元人民币,安徽省安庆市怀宁县工业园石牌大道与里仁路交叉口
安徽兰洁防护科技有限公司,500万元人民币,安徽省安庆市岳西县莲云乡腾云村珠屋路7号(县经济开发区)
安徽秀峰浩源文化发展有限公司,500万元人民币,安徽省安庆市潜山市源潭镇源潭大道118号1幢1-4层1幢2室
河南弗雷斯医疗器械有限公司,500万元人民币,河南省安阳市滑县慈周寨镇后屯村向东500米
安庆泽康卫生用品有限公司,500万元人民币,安徽省安庆市怀宁县马庙镇马洪路185号
深圳市美美达酒店用品有限公司,500万元人民币,深圳市龙岗区横岗街道力嘉路107号2栋3楼B
怀宁日日鑫纸塑有限公司,1000万元人民币,安徽省安庆市怀宁县高河镇工业小区
郑州凯英医疗器械有限公司,1000万元人民币,河南省郑州市高新技术产业开发区科学大道53号中原广告产业园7号楼2层236
安徽双腾防护用品有限公司,1000万元人民币,安徽省安庆市怀宁县金拱镇工业小区
安庆市鼎诚卫生用品有限公司,200万元人民币,安徽省安庆市怀宁县高河镇皖西南小商品批发市场A1-39
广西德福特科技有限公司,500万元人民币,来宾市凤翔路48号河南工业园标准厂房一期C1—3、C1—7
安徽星际生物科技有限公司,2000万元人民币,界首市东城高新技术开发区689号
潜山市融创非织造材料有限公司,2000万元人民币,安徽省安庆市潜山市经济开发区南外环八一路18号
安庆市康美馨卫生用品有限公司,200万元人民币,安徽省安庆市怀宁县工业园月山大道东7号
怀宁县木森卫生材料有限公司,500万元人民币,安徽省安庆市怀宁县马庙镇天工西路189号
安徽佳佳康卫生用品有限公司,500万元人民币,安徽省安庆市怀宁县高河镇育儿路188号
桐城市顺天贸易有限公司,168万元人民币,桐城市新渡镇凤凰村(合安路西侧)
安徽里仁劳保用品有限公司,500万元人民币,安徽省安庆市怀宁县工业园里仁西路168号
安徽清怡防护用品有限公司,500万元人民币,安徽省安庆市怀宁县工业园创新路9号
湖北伟杰塑业科技有限公司,1000万元人民币,仙桃市郭河工业园区
安徽康普雷卫生材料有限公司,1000万元人民币,安徽省安庆市潜山市源潭镇建园路3号
安徽伊琳服饰有限公司,580万元人民币,安徽省安庆市怀宁县工业园
安徽若比邻制刷有限公司,500万元人民币,安徽省安庆市潜山市源潭镇永济工业园1-6号
安徽洁好防护科技有限公司,500万元人民币,安徽省安庆市岳西县莲云乡腾云村珠屋路7号(县经济开发区)
潜山市瑞诚商贸有限公司,500万元人民币,安徽省安庆市潜山市梅城镇天柱山路147号
安徽优杏康医疗科技有限公司,500万元人民币,安徽省安庆市潜山市源潭镇东红村大兴组3号
安徽鑫金诚劳保用品有限公司,500万元人民币,安徽省安庆市怀宁县高河镇三桥路1号
安庆市常乐康防护用品有限公司,500万元人民币,安徽省安庆市怀宁县高河镇高河大道109号
深圳市铭玥能源科技有限公司,1000万元人民币,深圳市福田区华强北街道燕南路2号豪宫大厦(6K美然厂房3栋)605
天长市赛芙特防护用品有限公司,200万元人民币,天长市杨村镇工业园区
安庆尚平卫生用品有限公司,100万元人民币,安徽省安庆市怀宁县工业园月山大道旁电子精密仪器专业园
安徽科能包装有限公司,880万元人民币,桐城双新经济开发区纬九路与经一路交叉口
东莞启善印刷有限公司,300万元人民币,广东省东莞市东城街道联益工业园一街2号1栋401室
安徽成韵防护用品有限公司,500万元人民币,安徽省安庆市怀宁县高河镇经一路成韵府7#-01
桐城市金鹰塑业有限公司,1288万元人民币,安徽省桐城市金神镇金神街
安徽金盛环保包装科技有限公司,2000万元人民币,安徽省安庆市怀宁县工业园月山大道电子精密机械专业园
安庆市杰尔美卫生用品有限公司,200万元人民币,安徽省安庆市怀宁县工业园月山大道东21号
广东荣昇健康科技有限公司,1000万元人民币,汕头市潮阳区海门镇笔架山库区01号厂房
安徽三益佳医疗科技有限公司,1000万元人民币,安徽省安庆市潜山市经济开发区嘉宜纺织园G-3
安庆市欧盾防护用品有限公司,100万元人民币,安徽省安庆市怀宁县高河镇黄梅路金塘小区14栋7-8号
安庆市三环朝辉纸塑有限公司,200万元人民币,安徽省安庆市怀宁县工业园独秀大道北9号
怀宁福慧康卫生材料有限公司,200万元人民币,安徽省安庆市怀宁县马庙镇育儿村双井红星组8号
怀宁丰盛达卫生材料有限公司,200万元人民币,安徽省安庆市怀宁县高河镇经一路富强新村36栋门面房
河北圣邈科技有限公司,300万元人民币,河北省沧州市肃宁县东洲东路北侧
潜山市沁园包装有限公司,300万元人民币,安徽省安庆市潜山市槎水镇龙关村工业园
广东卫霸医疗科技有限公司,1000万元人民币,广东省东莞市高埗镇江城东路31号
潜山兴创服饰有限公司,50万元人民币,安徽省安庆市潜山市余井镇余井村上街组
高密市旭丽劳保用品有限公司,10万元人民币,山东省潍坊市高密市井沟镇呼家庄社区安家屯村56号
河南耀康卫生材料有限公司,100万元人民币,河南省安阳市滑县瓦岗寨乡瓦岗寨村工业园区8号
怀宁益康健卫生用品有限公司,200万元人民币,安徽省安庆市怀宁县秀山乡栏坝社区
安徽康怡医疗科技有限公司,8000万元人民币,安徽省安庆市怀宁县工业园石牌大道与创新交叉口
青岛宏圣居家具有限公司,100万元人民币,山东省青岛市城阳区驯虎山路333号
泉州市康洁医疗用品有限公司,1000万元人民币,福建省泉州市南安市洪濑镇西林村85号
安徽尚益卫生材料有限公司,500万元人民币,安徽省安庆市怀宁县工业园月山大道电子精密机械产业园
