name,money,addr
平阳县畅华塑料编织厂,50万元人民币,肖江镇叶新村
长沙市雨花区谭阳精工塑胶厂,21.2万元人民币,长沙市雨花区黎托乡谭阳村
仙居县城西编织厂,-,仙居县城关镇下洋底
平罗县鑫胜塑料包装有限公司,30万元人民币,平罗县城东门通平桥西侧(二闸乡星火村一队)
张家口润泰玻璃纤维制品有限公司,30万元人民币,张家口市万全区孔家庄镇建材市场东
东莞市建勋新材料科技有限公司,500万元人民币,广东省东莞市谢岗镇厚龙路1号2号楼101室
山西恒晟塑业有限公司,3000万元人民币,山西省晋中开发区综合通道东侧(上营村北)
招远市永昌制线有限公司,200万元人民币,山东省招远市辛庄镇东良村
天津市全鑫建材科技有限公司,150万元人民币,天津市武清区京滨工业园京滨大道19号109-18(集中办公区)
安庆二塑有限责任公司,111.5万元人民币,安徽省安庆市红石路15号
锦州彩练塑料集团有限责任公司注塑分公司,-,-
徐州弘田塑业有限公司,100万元人民币,徐州市贾汪区新工区东山徐矿集团化工有限公司院内
山东恒发化工有限公司,5000万元人民币,菏泽市开发区长江东路5000号。
仪征市勤民塑业经营部,10万元人民币,仪征市新城镇郁桥村范庄组
怀宁县中坚竹胶板制造有限公司,550万元人民币,安徽省安庆市怀宁县月山镇黄岭村
淄博泽企化工有限公司,50万元人民币,淄博高新区四宝山办事处彭官村南200米
平顶山市科汇塑胶有限公司,1000万元人民币,河南省平顶山市鲁山县产业集聚区北区标准化厂房2号厂房102室
南通市通州区二甲镇周氏塑管制品厂,3.8万元人民币,南通市通州区二甲镇三甲区一组
余杭市五常塑料制品厂,3.5万元人民币,五常横家桥
佛山市顺德区保特信胶粘制品有限公司,300万元人民币,佛山市顺德区杏坛镇北水村委会百安公路北水工业区
日照嘉林化工有限公司,100万美元,日照市太原路中段西侧
淄博特循塑料有限公司,100万元人民币,张店区马尚镇周家村(张周路以北,滨博高速以西)
营口海翔新材料有限公司,1000万元人民币,辽宁(营口)沿海产业基地新联大街东1号
晋江市罗山泽瑞塑料经营部,-,晋江市罗山福埔社区龙寿路121号
荆门市天海塑业有限公司,50万元人民币,荆门市东宝区子陵铺镇安栈口北路2号(东宝工业园)
廊坊鑫勃丰化工产品销售有限公司,500万元人民币,河北省廊坊市大城县大尚屯镇东青州村
锦荣胶袋（深圳）有限公司,1000万元人民币,深圳市宝安区松岗街道洪桥头下围水工业区第2栋
无锡市隆道科技有限公司,100万元人民币,无锡市滨湖区锦溪路100号
元氏县元合化工产品销售有限公司,200万元人民币,河北省石家庄市元氏县南因镇三街村
石家庄鹏海制药股份有限公司,8016.5万元人民币,行唐县经济开发区科技大街8号
宜兴市建业塑业有限公司,40万元人民币,宜兴市杨巷镇新芳西街
宁波轻工机械制造有限公司,570万元人民币,浙江省宁波市镇海区骆驼街道南一西路288号
德清县城关中心热塑工艺厂,2.92万元人民币,城关乡联星村
天津京凯精细化工有限公司,500万元人民币,东丽湖景荟路1号东丽湖总部经济大楼二层218-9室
叶城县龙盛包装有限公司,1100万元人民币,新疆喀什地区叶城县轻工业园区纬三路叶城民族特色产业孵化中心院内
孝感利宏塑业有限公司,460万元人民币,孝感市环川北路温州工业园内
海南中投泰华石油化工有限公司,8000万元人民币,海南省洋浦经济开发区瑞洋小区13幢3单元502房
石家庄运文科技有限公司,50万元人民币,石家庄市栾城区小周村西里街3号
乐清市今升有机化工有限公司,118万元人民币,乐清市北白象镇水潭工业区
温岭县照洋校办鞋服厂,3万元人民币,温岭县照洋中心校
南平市延平区洁通管件厂,-,南平市西门岭31号(三建公司基地三楼)
天长市天达化工贸易有限公司,30万元人民币,安徽省天长市杨村镇桥南村
揭阳市华瑞工贸有限公司,400万元人民币,揭阳市揭东区城西二路圩埔工业区
佳木斯市郊区永红亿丰塑料制品厂,-,佳木斯市郊区沿江乡沿江村
扬州市湾头塑料厂飞龙分厂,-,扬州市发电厂厂区内
苏州晋圣博高分子材料科技有限公司,200万元人民币,太仓经济开发区北京西路6号
昌吉市汇巨能新材料科技有限公司,300万元人民币,新疆昌吉州昌吉高新技术产业开发区兴业大道36号
益阳市橡胶制品厂,20万元人民币,益阳市赫山区会龙路180号
广东新供销天保再生资源集团有限公司,16780.31万元人民币,广东省广州市番禺区大石街沿江中路26号101房
连云港午和气体有限公司,3000万元人民币,赣榆区柘汪镇临港产业区
湖北雄伟塑料包装有限公司,500万元人民币,赤壁市赤马港办事处黄龙大道营里社区十三组
文安县坤瑞塑料制品有限公司,500万元人民币,河北省廊坊市文安县赵各庄镇李各庄村村南
浙江凯斯特新材料有限公司,2815万元人民币,浙江省衢州市高新技术产业园区绿荫路10号
卢龙县永红塑料颗粒厂,-,卢龙县蛤泊乡杨家铺村
杭州亿通塑胶实业有限公司吉林分公司,-,-
宝安区公明田寮田裕制品厂,30万港元,深圳市光明新区公明办事处田寮社区第二工业区5栋
四川德阳先锋塑料厂成都物资供销部,-,成都市锦江区牛市口商贸大市场A7区19-20号
莱芜市利合塑编有限公司,500万元人民币,山东省莱芜市钢城区辛庄镇百咀红村
武汉市洪山区青菱塑料复膜厂,8万元人民币,洪山区青菱乡八坦路
邹平县鑫墨塑塑料制品销售有限公司,100万元人民币,山东省滨州市邹平县黛溪街道办事处永安社区黛溪三路396号
青海富腾生态科技有限公司,5000万元人民币,西宁市城中区锦川大道208号
冠县长豹编织袋有限公司,20万元人民币,冠县斜店乡东野庄
内蒙古自治区化工轻工建材总公司包头塑料厂,60万元人民币,内蒙古自治区包头市东河区财神庙街8号
余杭市塘栖化工防腐材料厂,-,余杭市塘栖运河大桥
常州德荣复合材料有限公司,800万元人民币,武进区礼嘉镇陆庄村委陆庄330号
漳州市芗城巷口塑料厂吹膜车间,1万元人民币,漳州市巷口农民里3号边巷
平顶山市塑料化工厂,20万元人民币,建设路西段75号
天津市亿范长兴模具铸造有限公司,669万元人民币,天津市宝坻区口东镇于古庄村
江苏创达新材料有限公司,5000万元人民币,江苏响水沿海经济开发区
漳州市芗城东盛华兴塑料厂,6万元人民币,漳州市漳福公路(175医院内)
长沙星辉工程塑料有限公司,100万元人民币,长沙市岳麓区望城坡早谷塘东升路8号
连云港珠钢防腐保温工程有限公司,1000万元人民币,连云港市徐圩新区江苏大道396号塑胶新材料车间
营口经济技术开发区豪杰造粒厂,-,辽宁省营口市鲅鱼圈区马圈子村28#房
江苏润丰电缆材料有限公司,1200万元人民币,金湖县金北镇洪圩创业点
重庆和畅新材料科技有限公司,1000万元人民币,重庆市铜梁区蒲吕街道金桥路5号
潍坊善俊塑业有限公司,601万元人民币,潍坊滨海经济开发区化工街西端路北
杭州千岛泵业有限公司,1000万元人民币,建德市新安江街道有机硅功能区园区路118号
杭州余杭天风通信器材有限公司,50万元人民币,杭州余杭区余杭街道义桥村
平阳县盛华塑料厂,50万元人民币,肖江镇淡浦村
深圳市嘉良新型环保材料有限公司,1000万元人民币,深圳市龙岗区龙岗街道五联将军帽村工业区33号A栋
上海市松江县胜达橡塑制品厂,8万元人民币,松江区泗泾镇北张泾23号
石家庄度航塑料制品厂,-,石家庄市栾城区南柴村环东路10号
昆明呈贡北海塑料厂,15万元人民币,呈贡县吴家营办事处吴家营村
江苏金发环保科技有限公司,10000万元人民币,徐州市邳州市高新技术产业开发区春兴路南侧、建秋路西侧
福州市仓山荣昌塑胶制品厂,8万元人民币,福州市仓山区科技园区6号标准厂房
乌鲁木齐市沙依巴克区华源工贸中心,30万元人民币,乌市友好南路71号孔雀大厦
山东澳驰电力器材有限公司,3600万元人民币,山东省临沂市费县探沂镇工业园(石行村)
保定安建有色金属集团有限公司安新县聚合物分公司,-,安新县老河头镇北地村
常州市贝瑞包装材料有限公司,500万元人民币,武进区湟里镇园区东路1号
吉林省鉴塑管业有限公司,8000万元人民币,吉林省四平市梨树县梨树经济开发区泉眼沟村梨十大街南侧
陕西景虹塑业有限公司,3000万元人民币,陕西省商洛市镇安县永乐街道办金花村午峪沟工业园区内
淄博彤旭管业有限公司,500万元人民币,张店区傅家镇山泉路138号
安徽国泰印务有限公司,1180万元人民币,桐城经济技术开发区龙池北路
杭州华聚复合材料有限公司,6000万元人民币,杭州余杭区余杭街道华一路2号1幢
沧州艾康药用包装有限公司,200万元人民币,河北省沧州市南皮县南皮镇穆三拨村
凌源市万元店镇人和一次性餐具加工厂,-,辽宁省朝阳市凌源市万元店镇黑沟村
顺德市伦教镇荔村小学校办塑料厂,4万元人民币,伦教镇荔村
繁昌县美源网业有限公司,1000万元人民币,安徽省芜湖市繁昌县平铺镇五华安置小区
山东永昂新材料科技有限公司,1000万元人民币,山东省德州市齐河县齐鲁高新技术开发区中关村科技城A座3层304室
山东岱天工程材料有限公司,5800万元人民币,山东省泰安市泰山区徐家楼街道办事处小白峪新华城国际广场B-1号楼407户
安徽瑞琦塑胶科技有限公司,6000万元人民币,界首市靳寨乡就业创业园
宁波闻华电器有限公司,460.5万美元,浙江省余姚市朗霞街道欣朗路158号
平阳县鹤年塑化有限公司,2998万元人民币,平阳县萧江镇工业园区
青州市红星化工厂,13万元人民币,青州市北城村507号
高邮市华大电缆材料有限公司,500万元人民币,高邮经济开发区洞庭湖路科技创业中心
廊坊代尔塔建材有限公司,500万元人民币,河北省廊坊市大城县广安镇大广安村
石家庄平浩塑料制品厂,-,石家庄市栾城区胡家寨村平安街7号
无锡安源塑料包装材料有限公司,100万元人民币,无锡市锡山区锡北镇杜村村锡沙路北
洛阳旭禾商贸有限公司,50万元人民币,洛阳市吉利区河阳路东段北侧供销社二楼
平阳县银星塑业贸易有限公司,50万元人民币,-
江苏圣一纳米科技有限公司,2000万元人民币,淮安市盱眙县东方大道3号科技局办公楼3楼301-303
深圳市佳欣化纤制品有限公司,50万元人民币,深圳市宝安区松岗街道潭头社区第三工业区B8栋厂房
四川香江实业集团有限公司,23000万元人民币,成都市青羊区万和路90号天象大厦11楼
温州市鹿城软包装厂经营部,-,温州市浙南农副产品中心市场1区一层51号
藁城奥科降解塑料制品有限公司,600万元人民币,河北省藁城市邱头镇
湖州市东迁纺织浆料厂,3万元人民币,-
南通高瑞特化纤制品有限公司,105万元人民币,南通市通州区石港镇工业园区西区六号
濮阳县华瑞塑料有限公司,1000万元人民币,濮阳县工贸示范区柳屯工业区
上海田强实业有限公司,1000万元人民币,上海市奉贤区钜庭路1299号1幢
平阳县华昌贸易有限公司,200万元人民币,平阳县鳌江镇兴鳌东路64号
温岭县高桥南干旅游用品厂,3万元人民币,温岭县高桥乡南干4队
新疆天时利塑业有限责任公司,3000万元人民币,新疆塔城地区沙湾县金沟河工业园区(东三路以西、北二路以南)
浙江元和新材料有限公司,500万元人民币,浙江省衢州市衢江区廿里镇威龙路7号1幢
山东绿草地人造环保草坪有限公司,6000万元人民币,临沂市沂水县城阳一路南规划东二环路以西
安庆市天涯汽车配件有限公司,10000万元人民币,安徽省安庆市怀宁县金拱镇黄马村
云南昆钢钙镁熔剂有限公司,15000万元人民币,云南省玉溪市易门县六街街道瓦家底
漳州市东昌塑包有限公司,158万元人民币,漳州市金峰工业区
福州市郭宅第十塑革厂,6万元人民币,福州市仓山区盖山镇郭宅村
温岭市高桥后街日用工艺厂,6万元人民币,温岭市新河镇后街村
苍南辉煌贸易有限公司,10万元人民币,苍南县灵溪镇建兴东路示范工业区(浙江贤超包装有限公司办公楼一楼)
杭州弘亦化工公司,100万元人民币,西湖区玉古路20号浙江大学
百钠美克（杭州）科技发展有限公司,1500万美元,杭州市江干区采荷五安路1号2楼E座
昆明西山普坪加油站,66万元人民币,云南省昆明西郊普坪村
平阳县肖江华达塑编厂,50万元人民币,肖江古院路86号
新乡县豫新无塔供水设备制造有限公司,10005万元人民币,新乡县小冀镇秦村营
濮阳恒大工贸有限公司,1000万元人民币,范县濮城镇工业区董桑庄
佛山市顺德区南凯新材料实业有限公司,100万元人民币,佛山市顺德区北滘镇北滘社区居民委员会兴业东路5号
文安县佳诺塑料制品有限公司,500万元人民币,河北文安经济开发区西光洲村村北
山东亚大塑胶有限公司,1000万元人民币,寿光市化龙镇城南村潍高路北
滨州润邦化工有限公司,100万元人民币,山东省滨州市无棣县新海工业园
昆明腾源塑料包装有限公司,500万元人民币,昆明经开区洛羊办事处王家营
广州赫尔普化工有限公司,4000万元人民币,广州市黄埔区石化路170号
南京泉水合成塑料制品厂,154万元人民币,六合县泉水街道
汝州市东营制袋二厂,40万元人民币,临汝镇东营村铁路北侧
佛山市南海青缘塑料厂,-,佛山市南海区狮山镇唐边村中秀二村民小组大岭地自编1号
建德市新安江塑料编织袋厂,50万元人民币,航头镇曲斗村
哈尔滨佰强管业有限公司,800万元人民币,哈尔滨市呼兰区兰河街道办事处富强村(富强福利造纸厂院内)
高州龙安包装制品有限公司,50万美元,高州市分界镇龙安工业小区
宁晋县广利塑业有限公司,50万元人民币,河北省邢台市宁晋县河渠镇北陈村8队工业路16号
邢台焱宇橡塑制品有限公司,100万元人民币,河北省邢台市任县辛店镇刘垒村
延边一航石油化工商贸有限公司,500万元人民币,图们市曲水南路1号
内蒙古中煤蒙大新能源化工有限公司,320060.1万元人民币,内蒙古自治区鄂尔多斯市乌审旗乌审召镇工业园区
青岛国恩科技股份有限公司,27125万元人民币,青岛市城阳区棘洪滩街道青大工业园2号路
平阳县广源塑料编织厂,267万元人民币,肖江镇昌盛路
江苏顺通建设集团有限公司,30118万元人民币,如东县掘港镇青园南路150号
深圳市华弈威科技有限公司,1000万元人民币,深圳市龙华新区观澜街道昌玮工业区299号3楼
河北合胜塑料制品有限公司,4000万元人民币,河北省青县盘古乡塔寺庄村
枣庄金达莱塑业有限公司,500万元人民币,枣庄市山亭区冯卯镇谢庄村(回乡创业园内)
山东省博兴县东郊塑料制品有限责任公司,57万元人民币,-
舟山市定海怡林绿色包装有限公司,50万元人民币,定海马岙镇马岙村
江苏新泉汽车饰件股份有限公司,22772.3万元人民币,丹阳市丹北镇长春村
江苏宝力泰新材料科技有限公司,6000万元人民币,苏州市相城区北桥街道希望工业园
天长市永康科技有限公司,1008万元人民币,安徽省天长市永丰街道工业园
临颍县鸿翔塑业有限公司,500万元人民币,临颍县铁西工业区
湖州禾海材料科技有限公司,400万元人民币,浙江省湖州市龙溪街道漾西路501号8幢
河北志鸿塑料制品制造有限公司,1000万元人民币,吴桥县宋门园区纬二路南侧
青岛英联精密模具有限公司,8750万元人民币,青岛市城阳区棘洪滩街道南万社区(青大工业园)
淄川龙泉爽瑞包装制品加工厂,-,山东省淄博市淄川区龙泉镇台头村村委西500米
江苏锦鸡实业股份有限公司,41774.8945万元人民币,泰兴经济开发区新港路10号
浙江金瑞薄膜材料有限公司,60000万元人民币,浙江省余姚市经济开发区(南区)纵三路以西
自贡市华天化工有限公司,102万元人民币,自贡市贡井区沿河路111号
广东华通新材料科技有限公司,25000万元人民币,东莞市谢岗镇黎村工业区
苏州润佳工程塑料股份有限公司,8735万元人民币,苏州工业园区唯亭镇葑亭大道698号
河南双鹤华利药业有限公司,6800万元人民币,平顶山市南环南路东21号
慈溪市佳华塑化有限公司,50万元人民币,浙江省慈溪滨海经济开发区海丰北路298号
大连恒久塑料制品厂,5.2万元人民币,大连市金州区三十里堡宝石村
揭阳市榕城区渔湖粤东塑料厂,36万元人民币,榕城区渔湖燎原村
江苏苏能新材料科技有限公司,10000万元人民币,镇江市丹徒区盛园路93号
汕头市达濠区侨丰塑料工艺厂,20万元人民币,达濠西堆
浙江七星电子股份有限公司,5000万元人民币,浙江省湖州市长兴县煤山镇发展大道50号
南通联荣集团有限公司,2011.65万元人民币,海安市曲塘镇双工路1号
宜昌锦轮塑业有限公司,50万元人民币,宜都市姚家店镇莲花堰村(春晓还建小区1-6号)
常州越浩软塑新材料有限公司,1000万美元,常州市钟楼区邹区镇工业园区
邵东双翔塑料有限公司,300万元人民币,湖南省邵阳市邵东县大禾塘街道办事处金鸡路24-25号四楼
北方华锦化学工业股份有限公司,159944.2537万元人民币,辽宁省盘锦市双台子区红旗大街
咸阳伟业塑料有限公司,2100万元人民币,陕西省西咸新区秦汉新城窑店街道办事处长兴村河堤路
河北洋辰投资集团有限公司,6050万元人民币,张家口市产业集聚区佳禾路华鑫街1号
平阳县振兴塑编厂,30万元人民币,昆阳镇平瑞路121号
沈阳振华丰商贸有限公司,50万元人民币,沈阳市苏家屯区丁香街170号
厦门内加湖新材料科技有限公司,1000万元人民币,厦门市海沧区东孚大道2881号12#厂房1层东侧
河南华大塑业有限公司,200万元人民币,平舆县工业大道中段北侧
深圳市永亮功能母粒科技有限公司,50万元人民币,深圳市龙岗区坪地街道四方埔社区四方埔街26号1号厂房一楼
徽县华茂塑料编织厂,30万元人民币,徽县城关镇先农街
江苏美鑫塑业有限公司,1000万元人民币,新沂市无锡-新沂工业园区太行山路
苏州中科创新型材料股份有限公司,24271.233万元人民币,苏州工业园区旺墩路135号融盛商务中心1幢2408室
江苏恒创包装材料有限公司,1350万美元,江阴市临港街道双良路1号
扬中鸿运医药包装有限公司,300万元人民币,扬中市八桥镇幸福村
鞍山北钢管业有限公司,500万元人民币,辽宁省鞍山市千山区达道湾韩国商业街1#楼14层39号
济南泰龙塑胶科技有限公司,50万元人民币,山东省济南市历城区科技城华龙路2号地下一层101室
衡水兴运包装制品有限公司,160万元人民币,衡水市冀州区兴华南大街
平邑县森宇纸业有限公司,300万元人民币,山东省临沂市平邑县经济开发区银花路西首路南
东莞市雄林新材料科技股份有限公司,7228.4065万元人民币,东莞市道滘镇南丫村工业区
重庆市九龙坡区西彭华南塑料制品厂,3万元人民币,重庆市九龙坡区西彭华南村
唐县仁厚镇塑料编织厂,33.5万元人民币,唐 县薛庄子
洛阳昊旺物资回收有限公司,50万元人民币,洛阳市吉利区马洞村东南(原砖场地)
苏州市鑫顺机械有限公司,635万元人民币,苏州市吴中区胥口镇上供路338号
洛阳鑫磊实业有限公司,800万元人民币,洛阳市涧西区华山路2号电厂厂区
杭州三耐环保科技股份有限公司,1100万元人民币,建德市洋溪街道新华村(浙江省建德经济开发区城东区块内)
揭阳市金星五金有限公司,100万元人民币,揭阳空港经济区渔湖仁和工业园
上海浦东新区锦艺塑料包装厂,6万元人民币,浦东新区花木乡政府内
吉林经济技术开发区城发集塑管业股份有限公司,10000万元人民币,吉林经济技术开发区康泰路235号(康泰路北侧)
阜新富顺塑料制品有限公司,10万元人民币,-
筠连县沐舟废旧回收有限公司,200万元人民币,筠连县沐爱镇石林村一组
南京永兴包装有限公司,300万元人民币,南京市江宁区上峰镇
无锡市军湖塑料制带厂,23万元人民币,军嶂沙木知
江西冠志实业有限公司,2000万元人民币,江西省抚州市南城县金山口第三工业园区
潮州市龙湖上社日用塑料厂,100万元人民币,潮安县龙湖上社管区
福清林通塑料制品有限公司,50万元人民币,福清市东瀚镇东瀚村田尾
营口特种纸业有限公司,168万元人民币,辽宁省营口市西市区小庙塘里46号
廊坊淼海建材有限公司,100万元人民币,河北省廊坊市大城县大尚屯镇西位各庄村
温岭市大溪良山塑料厂,3万元人民币,温岭市大溪镇康乐路
福州市华新塑料材料有限公司,29万元人民币,福州市仓山区盖山镇郭宅村5号
上海盈致橡塑制品有限公司,50万元人民币,上海市松江区车墩镇泖亭路908号5幢1号
宁波可人复合材料有限公司,2200万美元,宁波市北仑区小港经五中路16号
岳阳兴长石化股份有限公司,27133.81万元人民币,岳阳市云溪区路口镇
山东群升伟业塑胶科技有限公司,10008万元人民币,日照市东港三庄工业园
江门市润田实业投资有限公司,575万元人民币,江门市新会区今古洲三和公路侧
徐州宏恩包装新材料有限公司,2000万元人民币,沛县安国镇复兴路2号
吉林大禹塑胶管业有限公司,6000万元人民币,松原市宁江区雅达虹工业园区
吉林省华纺静电材料科技有限公司,10255万元人民币,吉林省辽源市龙山区寿山镇黑牛村一组
锦州玥宝塑业有限公司,4000万元人民币,辽宁省锦州经济技术开发区锦港大街二段14号
大城县鑫安化工科技有限公司,100万元人民币,大城县大荆河村西
平阳县昆阳圆织十五厂,50万元人民币,昆阳镇城南工业区
佛山佛塑科技集团股份有限公司,96742.3171万元人民币,广东省佛山市禅城区汾江中路85号
廊坊润创纤维材料有限公司,100万元人民币,河北省廊坊市文安县孙氏镇杜边村
遵化市金福塑料编织袋厂,-,老辛庄村西
上海路江塑料制品有限公司,50万元人民币,上海市闵行区莘庄工业区金都路3688号B楼202-28室
延边图们江石化有限责任公司,18090万元人民币,吉林省图们市曲水街
福建新益化工有限公司,10000万元人民币,泉港区南埔镇沿海大通道南侧
平阳县顺丰塑化有限公司,60万元人民币,平阳县肖江镇夏宅路25号
雄县全利商贸有限公司,100万元人民币,雄 县一甫东
安平县瑜恒编织厂,-,河北省衡水市安平县程油子乡寺店村村南50米处
广东品凡派塑胶实业有限公司,1000万元人民币,汕头市金平区大学路升平工业区6-4宗地楼下之三
延边亚松创格实业公司编织加工厂,-,开山屯镇南山街
福州市长乐区永胜福利塑料有限公司,210万元人民币,福建省福州市长乐区文岭镇后董村大垱尾125号
温岭县蔡洋渡南飞达塑料五金厂,5.7万元人民币,温岭县蔡洋乡渡南头村
宝鸡市神州化工原料有限公司,50万元人民币,陕西省宝鸡市高新开发区高新大道333号(金德工业园)3号楼
深州市润达新材料有限公司,30万元人民币,河北省衡水市深州市前磨头镇桃园村北木材市场西北角(盟润公司1号车间)
平阳县文华塑料厂,50万元人民币,敖江镇访贤中路5号
漳州市芗城区东园塑料制品厂,3.2万元人民币,漳州市新华东路700号
四川省彭州市岷江塑料厂,48.7万元人民币,四川省成都市彭州市外北
山东昊智新型材料科技有限公司,1000万元人民币,山东省济南市历城区董家镇曹家庄村南50米
胜利油田胜华实业公司聚丙烯晴物资收购站,30万元人民币,东营区西二路华安街169号
保定德菲尔建筑材料有限公司,280万元人民币,东二环路中段
台山市腾达塑料制品有限公司,100万美元,台山市大江镇公益滘口工业开发区
天津市天石塑业有限公司,288万元人民币,天津市滨海新区古林街道板南路与津歧公路交口东50米
江苏金扬子包装科技有限公司,4680万元人民币,兴化市张郭镇科技园区88号
广东普莱斯新材料科技有限公司,3000万元人民币,东莞市谢岗镇黎村天和东路72号
温岭市石粘金港织带厂,26万元人民币,温岭市石粘镇石粘街
南京市晟镓节能灯具厂,24.96万元人民币,南京市江浦县建设乡老虎桥
长沙铁路总公司岳阳服装厂,162万元人民币,岳阳市岳阳楼区先锋路三角线7号
安徽诚瑞尔新材料科技有限公司,6928万元人民币,长丰县岗集镇
辽阳芳烃技术研究院有限责任公司,5000万元人民币,辽宁省辽阳市宏伟区宏伟路9号
台州添盈工艺制品有限公司,280万美元,台州市黄岩区经济开发区西工业园区康庄路
长沙塑料四厂塑料制品经营部,-,长沙市湘春路129号
佛山东方包装材料有限公司,950万美元,佛山市轻工三路11号
中广核俊尔新材料有限公司,70983.87万元人民币,浙江省蒲州街道高一路60号
山东华象环保科技有限公司,1000万元人民币,潍坊市临朐县城关街道兴隆路财富大厦1601室
广西鑫深科技有限公司,619万元人民币,柳州市阳和工业新区阳泰路东9号
大韩道恩高分子材料（上海）有限公司,2400万美元,上海市奉贤区云工路568号
四川维特斯科技有限公司,100万元人民币,泸州市龙马潭区龙南路59号
莘县天悦化工有限公司,1000万元人民币,山东省聊城市莘县古云镇崔庄东首100米路东
扬中市梓轩塑料有限公司,100万元人民币,扬中市八桥镇太平南路63号
成都市彩禾印务有限公司,200万元人民币,成都市青羊区苏坡乡中坝村六组
吉林市盛龙塑胶有限责任公司,1000万元人民币,龙潭区徐州西路77号
九台市第十中学长春市春阳塑料制品厂,1万元人民币,朝阳永平路8-5号
博兴县锦秋街道瑞星塑料桶批发部,-,博兴县锦秋街道乐安大街南首路东
温岭市高桥东合塑料织带厂,3万元人民币,温岭市新河镇东合村7队
岳阳市北区岳化建安塑料厂,-,一工区
青州市永兴塑料包装制品有限公司,180万元人民币,青州市东夏镇刘胡同村
广饶县希强化工有限公司,180万元人民币,广饶县经济开发区
衡阳洲洋新材料有限公司,30万元人民币,衡阳市石鼓区莲湖路老干活动中心北栋3楼
宿州恒塔新型燃料有限公司,300万元人民币,安徽省宿州市开发区金海大道西侧南方欧景名城小区19#0105室
福建省闽清县梅城塑料制品厂,6.5万元人民币,福州市闽清县
宁津凯元耐磨材料有限公司,200万元人民币,山东省德州市宁津县阳光巴厘岛小区10号楼1单元802
任丘市祥远塑业有限公司,100万元人民币,任丘市梁召镇梁各庄村
合肥众月健康科技有限公司,20万元人民币,合肥市包河区曙光路6号16幢407室
福建冠达星五金制品有限公司,6000万元人民币,晋江市池店镇石船山工业区
杭州三家村工贸实业公司,115万元人民币,余杭市崇贤镇三家村
宁国冠宁电器有限公司,100万元人民币,宁国经济技术开发区南山园区竹峰路59号
宁波龙洋塑化科技有限公司,1000万元人民币,浙江省慈溪市龙山镇龙镇大道18号
六合县横梁太平塑料制品厂,4.8万元人民币,六合县横梁乡太平村
肇庆端州兴发吸塑厂,6.5万元人民币,肇庆市沙街103号酒厂内
见喜新材料股份有限公司,5060万元人民币,河北省石家庄市高新区昆仑大街55号C座4层
淄博基越化工有限公司,50万元人民币,淄博高新区卫固镇小寨村东北角
江苏华派新材料科技有限公司,8419.625万元人民币,江苏响水生态化工园区
湖南五强产业集团股份有限公司,100000万元人民币,长沙市岳麓区麓天路2号办公楼910房
温州市鹿城软包装厂,60万元人民币,温州市瓯海区郭溪镇浦北仙庄
哈尔滨市哈拖塑料制品厂,6万元人民币,哈尔滨市道里区民庆街33号
武汉鑫聚汇纸塑制品有限公司,100万元人民币,武汉市东西湖区将军路街砖厂宅区(武汉金银角再生资源综合市场2号厂房)(11)
成都福强新塑业有限公司,1000万元人民币,四川省彭州工业开发区百苍路109号1栋4层1号
温岭市高桥铝塑工艺厂,3万元人民币,温岭市新河镇东合村
安阳虎跃塑料有限公司,100万元人民币,河南省安阳市殷都区铁西路北段路东252号腾飞招商大厦416-1室
威县昊源橡塑制品有限公司,200万元人民币,威县常庄乡牛家寨村
淄博市临淄盛和塑料厂,66万元人民币,临淄区孙娄镇政府南电影院内
营口华美塑胶制造有限公司,80万元人民币,鲅鱼圈区芦屯塑料工业园
镇江春环密封件集团有限公司,8088万元人民币,扬中市永胜工业区
富阳市侨新绳网厂,10万元人民币,富阳镇桂花路20号
玉田县万顺化工原料供应处,-,玉田县上坎市场
余杭县博陆享达塑料制品厂,8.63万元人民币,博陆镇。
乐亭县计生协塑纺编织厂,95万元人民币,古河乡大捞鱼庄
广东华丰新材料科技有限公司,500万元人民币,饶平县所城镇龙湾村红螺山东侧(潮州市华丰造气厂有限公司内)
杭州群联实业有限公司塑料制品厂,-,西湖区三墩镇厨房斗村子
瑞丽惠芬农副产品零售店,-,云南省德宏州瑞丽市姐告昆玻商号3号
辽宁民康制药有限公司,2000万元人民币,辽宁省大连炮台经济开发区光彩街1号
诸暨市店口燕宁塑化经营部,-,诸暨市店口镇启蒙路31号
昆明共拓供应链管理有限公司,50万元人民币,云南省昆明市官渡区中豪悦城花园小区6栋2401号
镇江市鑫浩塑胶有限公司,4600万元人民币,扬中市新坝镇公信村3号
盐城市科比佳环保设备有限公司,588万元人民币,建湖县建阳镇民营创业园六号路26号
铜山县柳新乡扬场二队塑料加工厂,3万元人民币,铜山县柳新乡扬场二队
汕头市达濠区华强塑料工艺制品厂,28万元人民币,达濠府前路(侨中对面)
淄博昇岳塑料有限公司,100万元人民币,山东省淄博市桓台县索镇镇花园村
合肥金菱里克塑料有限公司,1800万美元,安徽省合肥市高新区天智路36号
上海理仁博振工业技术有限公司,200万元人民币,上海市杨浦区铁岭路32号1503-9室
响水县低压电器厂,3.1万元人民币,响水县城灌河中路93号
苏州旭光聚合物有限公司,6500万元人民币,苏州高新区雁荡山路228号
合肥邦联新材料有限责任公司,500万元人民币,合肥市新站区瑶海工业园郎溪路合肥三联塑胶有限责任公司厂房三
抚顺惠生聚丙烯化工有限公司,300万元人民币,新抚区华山街五路七号
