name,money,addr
扬州鸿顺塑胶有限公司,400万元人民币,高邮市卸甲镇飞达大道南侧
宁津腾飞建筑新材料有限公司,100万元人民币,山东省德州市宁津县御景家园2号楼1单元802室
常州市西林振兴塑料包装厂,7.6万元人民币,钟楼区西林街道马家村委马家桥232号
平阳县宏德塑编有限公司,100万元人民币,肖江镇后林新村48号
海城市鑫源冶金炉料有限公司,110万元人民币,海城市铁西金属材料公司院内
盘锦宏泰塑料实业有限公司,500万元人民币,辽宁省盘锦市兴隆台区曙光地区稻香园小区0009栋1单元403号
天长市祥兴线缆材料有限公司,15万元人民币,安徽省天长市杨村镇桥南村
临沂正信环保科技有限公司,3000万元人民币,山东省临沂市沂南县大庄镇工业园宏发路
雄县合利化工有限公司,500万元人民币,雄 县旅游路
深泽县京深水暖器材厂,63万元人民币,深泽县大杜庄村
深圳市博士特工程材料有限公司,50万元人民币,深圳市龙岗区横岗街道红棉一路乐清小区二巷十栋101
广东天保新材料有限责任公司,3000万元人民币,鹤山市鹤城镇鹤山新材料产业基地纬一街01号
杭州新峰塑料制品厂,50万元人民币,西湖区蒋村包建村
河北立信化工有限公司,5000万元人民币,井陉县南峪镇台头村
宁波舜龙锦纶有限公司,5000万元人民币,浙江省余姚经济开发区B区
青岛颐世保塑料有限公司,1000万元人民币,青岛市城阳区城阳街道皂户社区
青州市汇源包装材料有限公司,50万元人民币,青州市峱山工业园区
上海田强环保科技股份有限公司,2932万元人民币,上海市奉贤区钜庭路1299号第2幢第1层
广西贵港市独山塑料制品厂,48.6万元人民币,贵港市马君岭
安徽纽艾新能源技术有限公司,5000万元人民币,安徽省铜陵市翠湖四路西段5105号办公楼一层
温州三丰塑料包装有限公司,2000万元人民币,平阳县鳌江镇鸽巢路
惠民县清河镇志伟化纤绳网厂,-,山东省滨州市惠民县清河镇工贸园区绳网工业园内
山东泰华塑料制品有限公司,300万元人民币,山东省淄博市沂源县鲁村镇曹家庄村
厦门昇扬包装材料有限公司,6000万元人民币,厦门市翔安区新圩镇马塘村
河北美冠体育用品有限公司,500万元人民币,石家庄高新区同祥城东区13栋2单元201室
山东科伦药业有限公司,10000万元人民币,山东省滨州市滨城区小营镇拥政路12号
萍乡市宏远瓷业有限公司,240万元人民币,江西省萍乡市湘东区下埠镇胡家村
菏泽市孺子牛化工有限公司,2000万元人民币,山东省菏泽市东明县黄河路北段黄河大桥南1公里路西
长兴蓝天电子有限公司,50万元人民币,浙江省长兴县槐坎乡十月村(原长兴青东煤矿内)
大城县久高塑料有限公司,200万元人民币,河北省廊坊市大城县大尚屯镇
深圳市广彩源塑胶制品有限公司,50万元人民币,深圳市宝安区松岗街道红星社区湾头第二工业区第四栋一楼西面
瑞安市好运来塑料经营部,-,瑞安市玉海街道沿江东路72号
开封市海龙塑胶有限公司,1000万元人民币,杞县金城大道西段路南
长沙市望城区黄金镇包装袋加工厂,-,望城区黄金镇桐林坳社区
浙江天恩包装有限公司,1380万元人民币,平阳县萧江镇永乐路412号
天津立之源通科技有限公司,500万元人民币,天津市静海区大邱庄镇大屯村静王支路南100米
平江县天洋塑料制品厂,25万元人民币,城关镇南街271号
好奇装饰材料（南通）有限公司,3000万美元,南通市开发区苏通科技产业园武夷路89号
维龙（上海）包装工业有限公司,1380万美元,上海市奉贤区奉浦工业区环城北路688号
伊犁金边塑业有限责任公司,500万元人民币,新疆伊犁州伊宁市边境经济合作区辽宁路2179号
青县金沃塑料制品有限公司,100万元人民币,河北省沧州市青县曹寺镇齐营村西
漳州市芗城华利塑料制品厂,29.8万元人民币,漳州市芝山镇群勇村官园下井
杭州千岛湖亚太克包装袋制造有限公司,10万美元,浙江省杭州市淳安县千岛湖镇涌金路98号
黑龙江省二轻工业供销总公司物资经销分公司,-,黑龙江省哈尔滨市南岗区大成街188号
洛阳旭诚环保设备有限公司,100万元人民币,河南省洛阳市伊滨区佃庄镇西石桥村1组
陕西君博拓涛商贸有限公司,2000万元人民币,陕西省咸阳市秦都区中华西路枫景苑小区18幢3单元30403(仅限办公)
睢县佳诚塑业有限公司,1000万元人民币,睢县董店乡阙庄村
义乌市华坤包装材料有限公司,1700万元人民币,浙江省义乌市苏溪镇义北工业园苏华街36号
石狮市炎英塑胶制品有限公司,3000万港元,石狮市宝盖科技工业园区
石家庄金司鼎化工有限公司,200万元人民币,河北省石家庄市藁城区南董镇南董村北500米
广州奥佳塑料制品有限公司,150万元人民币,广州市从化太平镇飞鹅村冷水坑(旧石场)
广西合山市恒润高分子新材料有限公司,500万元人民币,广西合山市产业转型工业园区横三路第7栋标准厂房
安徽纽麦特新材料科技股份有限公司,2550万元人民币,安徽省芜湖市经济技术开发区龙山街道红星路38号
江苏靖海新能源有限公司,10000万元人民币,连云港市赣榆区柘汪镇临港产业区
武汉市洪山区洪吉塑料制品厂,5万元人民币,洪山区建设乡洪吉中学
龙游秀华塑料粒子加工厂,-,龙游县东华街道城南开发区
榆树市民政福利塑料厂,18万元人民币,种榆路
湛江海福塑料制品有限公司,17万美元,湛江市海滨四路七十四号
茌平县胜威商贸有限公司,1000万元人民币,山东省聊城市茌平县杜郎口镇中心街镇政府向东100米路南
山东世纪康实业有限公司化工厂,-,临淄区辛化路193号
浙江天瑞药业有限公司,2000万元人民币,瑞安市经济开发区毓蒙路188号
平阳县塑料四厂,50万元人民币,肖江镇桑田路
贵州遵塑管业有限责任公司,100万元人民币,贵州省遵义市红花岗区延安路建材市场5号楼
秦皇岛科瑞达高分子材料有限公司,400万元人民币,河北省秦皇岛市海港区石门寨镇黑山窑前村
浙江省开化县华强化工塑编厂,-,华埠镇解放路22号
十堰心态博弈贸易有限公司,1000万元人民币,十堰市张湾区云南路40号1栋1单元1-4-3
辽阳亿懋机械设备有限公司,2990万元人民币,辽阳市太子河区望水台街道瓦窑子村
四川省仁寿县泽良塑料制品有限公司废旧塑料收购分公司,-,仁寿县文林镇卫星五社
建德市瑞强防腐设备有限公司,50万元人民币,建德市梅城镇城南工业功能区
太仓市勤红防腐设备有限公司,50万元人民币,太仓市双凤镇勤力村
盖州市天华商贸有限公司,500万元人民币,辽宁省营口市盖州市太阳升办事处清河家园中心街商网102-202、103-203
天鼎丰聚丙烯材料技术有限公司,5000万元人民币,山东省德州市临邑县花园大街18号
兰州市科达塑料有限公司,740万元人民币,兰州市西固区西固西路32号
武汉华龙生物制药有限公司,4000万元人民币,武汉市东西湖区五环大道31号
上海维安新型建筑材料有限公司,250万元人民币,上海市东长治路999号一楼
淄博伊阳经贸有限公司青州分公司,-,山东省潍坊市青州市峱山经济发展区齐王路13789号
山东金盛塑业有限公司,5100万元人民币,金乡县经济开发区惠民路北
平阳县化塑厂,36.5万元人民币,敖江下河
大城县富胜塑料制品有限公司,500万元人民币,河北省廊坊市大城县旺村镇张次花村
武胜县街子镇友权塑料加工厂,-,武胜县街子镇十村二组
金德管业集团有限公司,69500万元人民币,辽宁省沈阳市皇姑区黄河北大街237-68号
梅县晶淳实业有限责任公司镀膜分公司,-,梅县程江镇槐岗村坜背小平原
雄县同邦商贸有限公司,200万元人民币,雄 县温泉路北段西侧
平阳县经编三十八厂,42万元人民币,城南工业区对面
四川德阳先锋塑料厂贵阳经营部,-,贵州省贵阳市南明区解放路162号附15号
茂名石化南海精细化工有限公司,96072.4925万元人民币,茂名高新技术产业开发区七迳镇高水路西侧乙烯厂区5号(综服C楼)901房
石家庄市西兴塑料编织厂,101万元人民币,石家庄市桥西区中山西路西王南街4号
东莞市东湖医药包装材料厂,78万元人民币,东莞市莞城新沙坊五巷12号
南京十朝化工有限公司,300万元人民币,南京市沿江工业开发区小营子265号-33
地方国营龙游县塑料复合厂,115.7万元人民币,龙游镇巨龙路112号
安徽绿山翔塑业有限公司,3000万元人民币,安徽省阜阳市太和县桑营镇桑庄村委会高湖芦草沟北105国道东500米(申报承诺)
喀左县塑料厂,20万元人民币,辽宁省朝阳市喀左县大城子镇
江苏长江国际商品交易中心股份有限公司,5000万元人民币,淮安市淮安区淮城镇翔宇南道588号金地广场铺位号一栋四层D003
安徽奇诺科技有限公司,300万元人民币,芜湖市镜湖区方村街道天城工业集中区
龙游有宏塑料粒子厂,-,龙游东华街道横路祝村
绵阳朗迪新材料有限公司,3500万元人民币,四川省绵阳市安州区工业园永丰路
沁阳市制药厂,50万元人民币,崇义镇工业区
平阳县肖江河滨塑料编织复合厂,20万元人民币,肖江镇河滨路
平阳县强盛塑料包装工艺厂,28万元人民币,钱仓镇垂杨乡
嘉善正大织造有限公司,150万元人民币,嘉善县杨庙镇工业园区
烟台赛普乐塑料有限公司上海分公司,-,上海市浦东新区川宏路365号7幢611室
扬州秦盛制刷有限公司,100万元人民币,仪征市真州镇东园南路139号
长春市振华汽车涂装有限公司,200万元人民币,朝阳区富锋镇育民路3889号
大连盛林薄膜新材料有限公司,1800万元人民币,辽宁省大连经济技术开发区龙滨路7号-B
河南井迈建材有限公司,500万元人民币,新郑市龙湖镇郑邦管材市场C区2-1号
苏州盛万达塑胶包装材料有限公司,1000万元人民币,太仓经济开发区板桥兴业路东、禅寺路北
昆山怡腾过滤材料有限公司,100万元人民币,昆山市周市镇昆太路228号厂房6号
常州天晟新材料股份有限公司,32598.434万元人民币,常州市龙锦路508号
淄博兴顺石油化工销售有限公司,500万元人民币,山东省淄博市临淄区塑化城北邻辛化路209号
泉州市宏远石油化工有限公司,500万元人民币,泉州市丰泽区丰泽街道田安北路丰盛娱乐城(恒丰商厦)七楼703A
瑞安市通达工贸有限公司,-,-
仪征市青山镇海娟塑料制品厂,50万元人民币,仪征市青山镇胥浦四号桥向东150米
河南众鑫塑业有限公司,100万元人民币,扶沟县吕潭乡311国道北侧
安徽成方新材料科技有限公司,500万元人民币,安徽省合肥市经济技术开发区芙蓉西路北,玉环路东科技办公11幢101室
任丘达宏塑料制品有限公司,100万元人民币,任丘市梁召镇大江村
任丘市慕湖塑料制品有限公司,400万元人民币,任丘市西环路办事处后长洋村
潍坊永拓化工有限公司,1000万元人民币,山东潍坊滨海经济开发区双创路000289号
河南润恒实业有限公司,500万元人民币,淇县鹤淇大道西侧(桥盟乡崔庄思德河北侧)
洋浦青山化工有限公司,100万元人民币,洋浦经济开发区海岸华庭B栋6楼601房
揭阳市区通用机械厂模具经营部,-,榕城解放路(本厂内)
上海白蝶管业科技股份有限公司,2497万元人民币,奉贤区金汇镇明星村799号
开封通宇塑业有限公司,10120万元人民币,通许县金园工业园区
天津市鑫港塑业有限公司,100万元人民币,天津市滨海新区大港小王庄镇徐庄子村工业区
九江市顺达塑艺有限公司,50万元人民币,江西省九江市浔阳区滨江东路39号
沈阳新兴旺塑业有限公司,50万元人民币,辽宁省沈阳市浑南区英达镇公家村3-33号-1
芜湖市华业滤器有限公司,1008万元人民币,安徽省芜湖市三山区芜湖绿色食品经济开发区
茂名市茂南区蕉牌贸易有限公司,1000万元人民币,茂名市茂港区羊角镇杨屋村委会办公楼斜对面
苏州新能环境技术股份有限公司,1000万元人民币,吴江区松陵镇友谊工业区
扬州金天旭电缆材料有限公司,400万元人民币,宝应县黄塍镇工业集中区
北京克莱沃化工机械集团,20万元人民币,北京市海淀区车公庄西路19号华通大厦822室
陕西筑顺恒塑料制品有限公司,500万元人民币,陕西省咸阳市兴平市马嵬镇东街村3组259-1号
盐城安尔达塑业有限公司,100万元人民币,盐城市大丰区新丰镇龙堤灶龙路西侧(中闸站)
上海积水鸿奇塑料有限公司,500万美元,上海市嘉定区南翔镇工业开发区
即墨市南泉镇王演庄塑料制品厂,8万元人民币,-
平阳县远东塑料厂,15万元人民币,肖江镇立后村
温岭县横河五金塑料电器厂,3万元人民币,温岭县横河乡湾下村
南京晓庄塑料厂,105万元人民币,栖霞区中央门外晓庄
天津天达精细化工有限公司,58.82万美元,天津市河西区陈塘庄东江道57号
范县金能生物科技有限公司,200万元人民币,河南省濮阳市范县濮城镇濮王工业园262号
大城县闫家务胜德塑料制品经销部,-,河北省廊坊市大城县闫家务
莱芜市华茵信息记录纸销售中心,30万元人民币,莱芜市鹏泉东大街
绛县晋锋工贸有限公司,100万元人民币,古绛镇郝家窑村
保定市新市区合成材料厂,5万元人民币,保定市建设南路8号
佛山市南海成景塑料加工厂,-,佛山市南海区狮山镇松岗石碣东华村岗仔岗
安新县宏源塑料制品有限公司,2000万元人民币,安新县刘李庄镇北冯村
临沂金兴塑业有限公司,80万元人民币,临沂市兰山区蒙山大道与育才路交汇会展中心C区28号
通城县隽通管业有限公司,1500万元人民币,通城县隽水镇柳峦村(原柳峦小学)
贵州益华膜科技有限公司,2000万元人民币,贵州省贵阳市贵阳国家高新技术产业开发区硕博创业园B栋516室
瑞安市仙桥塑料包装公司,-,-
菏泽广汇化工有限公司,200万元人民币,菏泽市和平路国贸中心B1幢2单元07005室
昆明科恩药品容器制造有限公司,1580万元人民币,云南省昆明阳宗海风景名胜区七甸产业园区哨溪路6号
吉木萨尔县兴岩纸塑制品有限公司,50万元人民币,新疆昌吉州吉木萨尔县吉木萨尔镇马家槽子村
辽宁柏亿达化工原料有限公司,640万元人民币,抚顺县哈达乡阿及村
吉林恒辉新材料有限公司,3139万元人民币,吉林高新区苍山路综合楼
河北鲲运塑料包装科技有限公司,2000万元人民币,文安经济开发区
温岭市大溪群伟塑胶制品厂,6万元人民币,温岭市大溪镇上河头村
任丘市瑞鑫石油化工产品有限公司,50万元人民币,任丘市莫州镇北大堤
吉林大禹塑胶管业有限公司伊通销售分公司,-,吉林省伊通满族自治县伊通镇中华西路天馨中央商务社区78号3单元302室
重庆会通科技有限公司,5000万元人民币,重庆市铜梁区东城街道办事处金川大道116号
周口联企塑料制品有限公司,200万元人民币,河南省周口市商水县张明乡张明街21号
长兴勤胜电子有限公司,100万元人民币,浙江省长兴县槐坎乡新街
徐州瑞高建材有限公司,200万元人民币,徐州市丰县大沙河果都路310号
淇县编织厂,500万元人民币,淇县铁西区工业路
阜新新亚电子有限公司,200万元人民币,阜新市经济开发区13路3号
沛县少金塑料制品厂,5万元人民币,沛县安国镇周田开发区
建平县经纬编织厂,-,建平县榆树林子镇房身村二组
濮阳市万光塑料材料有限公司,480万元人民币,河南省濮阳市范县陈庄镇朱张东枣坡村桥西工贸区8号
石家庄耀来科技有限公司,50万元人民币,石家庄市栾城区聂家庄村西区街2号
西平县盛达聚乙烯销售中心,-,西平县柏亭街道办事处范楼
大同市现代家居大世界江南油漆经销部,-,大同市现代家居大世界银河西区1F66
淄博圣大装饰工程有限公司,500万元人民币,山东省淄博市高新区阳光国际写字楼A座205室
高光奇--吉首市河溪镇河溪电站宿舍旁,-,吉首市河溪镇河溪电站宿舍旁
石家庄市藁城区鑫达化工物资有限公司,50万元人民币,河北省石家庄市藁城区工业西路068号
湖北鑫佳汽车零部件有限公司,3000万元人民币,武汉市蔡甸区奓山街白鹤泉东路195号
上海力力实业公司鸿雁综合工艺厂,-,浦东新区顾路乡努力村七队
柳州市大力包装用品有限责任公司,2260万元人民币,柳州北鹊路67号
深圳市嘉汇实能源有限公司,3000万元人民币,深圳市前海深港合作区前湾一路1号A栋201室(入驻深圳市前海商务秘书有限公司)
辽宁辽杰科技有限公司,20000万元人民币,盘山县经济开发区
沧州宏昊塑料制品有限公司,300万元人民币,河北省青县清州镇司马庄
上海赛科石油化工有限责任公司,780081.1272万元人民币,上海市化学工业区南银河路557号
福州通尔达电线电缆有限公司,10005万元人民币,福建省福州市长乐区鹤上镇鲤鱼山工业区8号
义乌市?溪镇塑料制品经营部,-,苏溪镇胡宅村
平阳县仙洋塑料制品厂,49.6万元人民币,麻步镇树贤西路(工业区)
景县亿鼎橡塑制品有限公司,10万元人民币,河北省衡水市景县留府乡王上营
深泽县嘉兴纤维素有限公司,200万元人民币,深泽县北中山村西环路南头路东
台州市椒江雪牌塑料厂,19.8万元人民币,台州市椒江区洪家镇上洋桥
唐海县恒益塑料制品厂,-,唐海县六农场场部南
汕头市达濠区西福塑料制品厂,10万元人民币,达濠区西堆大园工业区(茂州山)
宁津县广顺商贸有限公司,200万元人民币,山东省德州市宁津县经济开发区银河路西侧
平阳县鸿开塑料编织厂,50万元人民币,宋桥镇工业区公路边
鹿寨兴东塑料制品有限公司,900万元人民币,鹿寨县鹿寨镇打渔街48号
赤峰第一水泥厂劳动服务公司包装制品厂,26.75万元人民币,-
抚顺中蜡化工有限公司,50万元人民币,抚顺市东洲区碾盘乡萝卜坎村
湖州市埭溪包装材料厂,3.5万元人民币,湖州市埭溪镇西园
临沂凯冠国际贸易有限公司,200万元人民币,山东省临沂市蒙阴县垛庄镇孟良崮工业园
佛山市美聚克化工科技有限公司,100万元人民币,佛山市顺德区杏坛镇逢简工业区115048-014地块厂房
河南三恩鑫弘包装材料有限公司,1000万元人民币,温县产业集聚区纬三路42号
邹平黄山金凯塑料原料经营部,-,山东省滨州市邹平县黄山办事处东景宾馆院内
汕头市科学咨询服务中心综合实验工厂,4万元人民币,吊销:新岐路4号
沧州华海炼油化工有限责任公司,6014.824万元人民币,沧州市新华区清池北大道47号
抚顺县德利石化经销处,15万元人民币,李家乡李家村
武汉金发科技企业技术中心有限公司,100万元人民币,武汉经济技术开发区博学路3号
任丘市鑫哲化工产品经销处,-,任丘市轧钢厂东楼一楼门市
文安县庆兴纤维素厂,-,河北省廊坊市文安县黄甫管区陈黄甫村
辽宁通利高分子材料股份有限公司,8800万元人民币,辽宁省营口市路安工业园21-辽宁通利高分子材料厂房
宁都县梅江镇新生化工用品材料经营部,90万元人民币,赣州市宁都县梅江镇电商园102室
杭州金泰塑业有限公司,10500万元人民币,浙江省杭州市富阳区场口镇东梓关村东梓
赤峰市红山区新兴塑料制品厂,7.4万元人民币,城郊乡新地村
无锡吉梁纺织品有限公司八士分公司,-,锡山区八士镇新坝村
重庆科聚孚工程塑料有限责任公司,500万元人民币,重庆市沙坪坝区西科大道12号
沧州科瑞塑料制品有限公司,50万元人民币,河北省沧州市沧县姚官屯乡东花园村89号
广东奇德新材料股份有限公司,6312万元人民币,江门市江海区东升路135号
大庆华科股份有限公司聚丙烯一厂,-,黑龙江省大庆市高新区
廊坊叶湾塑料制品有限公司,50万元人民币,河北省廊坊市大城县旺村镇旺村村
山东玻纤集团股份有限公司,40000万元人民币,临沂市沂水县工业园
夏邑县王集塑料制品厂,-,夏邑县王集西大街
武汉市洪山区左岭塑料编织厂,17万元人民币,洪山区左岭镇友谊街
山东晟源建材集团有限公司,19800万元人民币,山东省聊城市阳谷县祥光经济开发区启航路中段
黑龙江省二轻工业供销总公司材料分公司,-,黑龙江省哈尔滨市南岗区大成街188号
河北万亿特种新材料制造有限公司,3000万元人民币,河北省衡水市景县衡德工业园区
长沙玻璃纤维总厂玻璃钢销售部,-,长沙市劳动东路439号
菏泽恒成化工有限公司,200万元人民币,菏泽市中华路(恒泰大厦1503室)
浙江金海塑料机械有限公司,1100万元人民币,舟山市定海区弘生大道299号
株洲时代工程塑料实业有限公司,3000万元人民币,株洲市渌口区南洲新区南洲产业园内B2栋
增城市新塘镇新成塑料制品厂,10.8万元人民币,增城市新塘镇广虎路坭紫段
济南圣泽化工有限公司,100万元人民币,山东省济南市历下区花园路东首路南景苑启城5层5-501-1区102室
临沂市致远塑料制品有限公司,50万元人民币,临沂市兰山区工业大道49号
任丘市青鑫橡塑制品有限公司,50万元人民币,任丘市青塔乡半边店村
沙洋锋锐新材料有限公司,500万元人民币,沙洋县经济开发区
茂名市鸿发塑胶制品有限公司,300万元人民币,电白县水东镇广南路电海二街1号
沧州旭东塑业有限公司,300万元人民币,河北省沧州市沧县薛官屯乡李龙屯村
洛阳誉宏商贸有限公司,200万元人民币,洛阳市吉利区河阳路中段世纪广场西侧
深圳亿和环保有限公司,500万元人民币,深圳市宝安区松岗街道碧头社区碧朗路35号3栋1楼
淄博华霞包装制品有限公司,100万元人民币,山东省淄博市临淄区凤凰镇王青屯村西300米
辽阳市塑料一厂,139.7万元人民币,辽阳市工农街37号
榆树市塑料编织袋厂,250万元人民币,大坡镇
温岭县冠城塑胶鞋帽厂,4.2万元人民币,温岭县大溪镇康乐路26号
邯郸市第二塑料厂,821万元人民币,邯郸市丛台区东风路中段道西
洛阳市胜新通工贸有限公司,200万元人民币,偃师市大口镇铁村村南
杭州余杭吴山纸箱包装厂,150万元人民币,杭州余杭区仓前街道苕溪村
南京市六合县塑料二厂,4.3万元人民币,六城镇环城北路30号
温岭市横河塑胶电器工艺厂,8万元人民币,温岭市横河乡闸南村
江西龙泰新材料股份有限公司,1200万元人民币,江西省上犹工业园区
建德市三一塑胶材料有限公司,200万元人民币,建德市钦堂乡钦堂村
东莞市航泰新材料科技有限公司,50万元人民币,东莞市道滘镇南丫村南阁工业区南阁西路
昆山泓电隆泰电子材料有限公司,142.796846万美元,江苏省昆山市淀山湖镇双马路36号
荆门市众果商贸有限公司,500万元人民币,荆门市东宝区金龙泉大道18号1幢403号房
会通新材料（上海）有限公司,500万元人民币,上海市普陀区云岭东路345号142幢一楼
温州阔孜巴曼贸易有限公司,100万元人民币,浙江省温州市平阳县鳌江镇访贤四巷7号
黑龙江农垦营口粮油储运公司,1000万元人民币,鲅鱼圈区芦屯镇芦屯村
徐州海天石化有限公司,20000万元人民币,邳州市炮车镇高新技术产业园(原邳州市炮车镇工业园区)
台州市椒江灵丰塑料薄膜厂,6.7万元人民币,台州市椒江区加止车站南
深圳聚石新材料科技有限公司,500万元人民币,深圳市前海深港合作区前湾一路1号A栋201室(入驻深圳市前海商务秘书有限公司)
哈尔滨春日化工有限公司,50万元人民币,哈尔滨市利民开发区朱家屯裕田小区3栋5单元
普立万聚合体（上海）有限公司,818万美元,中国(上海)自由贸易试验区郭守敬路88号
苏州克莱明新材料有限公司,198万元人民币,苏州市高新区浒关分区四明路8号
亿圆化工科技扬州有限公司,200万元人民币,仪征市化纤白沙路57-401
聊城市恒运商贸有限公司,300万元人民币,阳谷县民营工业区
山东钾盐化工有限公司,1000万元人民币,山东省临沂经济技术开发区金科财税大厦A631室
临淄区朱台建筑公司劳服公司塑料厂,-,辛店管仲路南段
江苏谷盛能源有限公司,3000万元人民币,建湖县九龙口镇九龙科技创业园
盘山中通石化沥青有限公司,52万元人民币,盘山县甜水乡唐屯村
宁夏易兴新材料发展有限公司,1188万元人民币,银川德胜工业园区德惠街6号
陕西北元化工集团股份有限公司,325000万元人民币,陕西省榆林市神木市锦界工业园区
江特科技股份有限公司,10822.2万元人民币,江阴市青阳工业园区(锡澄路1349号)
平阳县肖江塑料竹器工艺厂,3万元人民币,古院路111号
和龙市民族席垫制品有限公司,430万元人民币,吉林省和龙市民乐街1号
阳信塑环塑料制品有限公司,300万元人民币,滨州市阳信县经济开发区工业一路(绿环降解塑料有限公司院内)
盐城市三源化纤织造有限公司,500万元人民币,射阳经济开发区沿河东路(中联九组)
大连东鹏塑料制品厂,-,辽宁省大连普湾新区三十里街道三十里社区
廊坊双森建材有限公司,50万元人民币,河北省廊坊市大城县大城工业园区黄得务村
漳州市芗城霞东兴裕塑料制品厂,8万元人民币,漳州市浦头后田新村9幢楼边
泉州利昌新材料科技有限公司,3100万美元,南安水头镇科技工业区走廊
成都市蒲江县金塑厂,68万元人民币,成都市蒲江县松华经济开发区
范县金隆化工有限公司,660万元人民币,河南省濮阳市范县濮城镇濮王产业园176号
青州凯恒商贸有限公司,100万元人民币,山东省潍坊市青州市经济开发区巴黎路与金顺路交叉口东北角
淄博鑫磊水处理配件有限公司,300万元人民币,山东省淄博市周村区胜利沙发家具工业园17号
桂林中材包装有限责任公司,230万元人民币,永福县城向阳路40号
浙江金海环境技术股份有限公司,21000万元人民币,诸暨市应店街镇工业区
河北省藁城市瑞星化工有限责任公司,1271.9万元人民币,藁城市丘头镇
贵州天地药品包装材料有限公司,500万元人民币,贵州省黔西南布依族苗族自治州兴义市顶效镇红星产业园内
石家庄德宇塑料制品厂,-,石家庄市栾城区小周村环南路11号
漳州市芗城区东盛塑料制品厂,10万元人民币,漳州市新华东路(官园下井大庙前)
常州市戚墅堰塑料制品有限公司,118万元人民币,武进区丁堰街道芳渚村俞家塘
大连广汇包装有限公司,20万元人民币,辽宁省大连市普兰店区太平街道办事处柳家社区
南京聚隆科技股份有限公司,6400万元人民币,南京江北新区聚龙路8号
平阳县龙益编织厂,50万元人民币,肖江镇夏宅路
阜宁县塑料机械厂,6.5万元人民币,东沟镇
邢台县工农塑料编织厂,20万元人民币,邢台市中兴西路179号
临沂宝珍贸易有限公司,8万美元,兰山区北园路88号通达财富广场1412室
湛江市赤坎明华塑料五金厂,10万元人民币,湛江市赤坎寸金工业城7号
洛阳和一集装袋包装有限公司,1000万元人民币,偃师市首阳山街道办事处后张村(310国道旁)
济南市莱芜高新区博盛塑料颗粒经营部,-,山东省济南市莱芜高新区鹏泉街道办事处秦家洼村秀水街184号
广东顺威赛特工程塑料开发有限公司,7000万元人民币,佛山市顺德区杏坛镇(街道)逢简村委二环路南02地块
丹徒县大路塑料包装制品厂,7.1万元人民币,大路镇小港村
重庆友强高分子材料有限公司,1398万元人民币,重庆市江津区珞璜工业园区
北京航天凯恩化工科技有限公司,2000万元人民币,北京市丰台区西四环南路88号A401室[园区]
民乐县祁玉商贸有限责任公司,200万元人民币,甘肃省张掖市民乐县生态工业园区(甘肃省瑞丰塑料制品有限公司院内)
平阳县大洲塑化有限公司,200万元人民币,平阳县肖江镇永乐路248号
金堂县龙威塑料制品厂,3万元人民币,成都市金堂龙威初级中学
郓城骉源商贸有限公司,10万元人民币,山东省菏泽市郓城县唐塔街道三义村西
大城县黄得务景隆聚丙烯纤维厂,-,河北省廊坊市大城县黄得务
濮阳县丰源物资有限公司,200万元人民币,濮阳县采油四厂老点
锦州市荣昌塑料制品有限公司,5万元人民币,锦州市松山新区南三道壕村
盘锦华益塑料原料有限公司,100万元人民币,盘锦市双台子区城郊乡宋家
无锡市丙纶抽丝厂,108万元人民币,郊区荣巷大池路口
潍坊市潍城区物资站,28万元人民币,-
平阳县沪江塑料厂,128万元人民币,肖江镇永乐路口
江苏金波新材料科技有限公司,8078.98万元人民币,扬中市永胜工业开发区
河南金峰环保设备有限公司,400万元人民币,河南省郑州市上街区科学大道1187号6号楼
玉田县福利塑料厂1,20万元人民币,城西大街179号
安徽华太网业有限公司,6000万元人民币,安徽省阜阳市太和县城关镇工业园区
菏泽市柏罡新材料有限公司,1000万元人民币,山东省菏泽市东明县黄河路北段黄河大桥南1公里路西
苏州市神龙塑料厂,40万元人民币,苏州市吴中区甪直镇联谊路
大城县渤腾建材有限公司,100万元人民币,河北省廊坊市大城工业园区黄得务村
南京淳达科技发展有限公司,10180万元人民币,南京市高淳开发区恒盛路007号
西安利君康乐制药有限责任公司,3728.63万元人民币,西安市临潼区窑村飞机场院内
合肥星成电线电缆有限责任公司,260万元人民币,安徽省合肥市长江东路476#
无棣宏旺商贸有限公司,500万元人民币,山东省滨州市无棣县车王镇东邓村8号
青岛亚澳塑料有限公司,1108万元人民币,山东省青岛市即墨市省级高新技术产业开发区华盛路36号
重庆华众新型材料有限公司,100万元人民币,重庆市大渡口区春晖路街道锦华路8号5-29号
淮南川石化工科技有限公司,50万元人民币,安徽省淮南市八公山区毕家岗街道孔集北村2楼1单元3号
广东昌亿新材料有限公司,2000万元人民币,惠州市惠阳区镇隆镇皇后村绿茵泉贸易有限公司1栋2楼
大丰县方强乡淮正塑料厂,2.5万元人民币,方强乡淮正村
江西广源新材料有限公司,1000万元人民币,江西省吉安市永丰县工业园南区
眉山昕辰鑫商贸有限公司,50万元人民币,眉山市彭山区凤鸣镇彭祖大道二段468号
平阳县顺达塑编厂,50万元人民币,麻步镇树贤中路188号
余杭市塘南成龙塑料厂,30万元人民币,塘栖镇塘南龙船坞坝桥头
界首市甬泉塑料制品销售有限公司,500万元人民币,界首市光武镇玉兰二路10号
