19,0,323,20,3257,28,0,3068,8341,8,0,8,0,641,76,565
19,0,323,20,3257,28,0,3068,8341,8,0,8,0,649,120,529
19,0,323,20,3257,28,0,3068,8341,8,0,8,0,605,150,455
19,0,323,20,3257,28,0,3068,8341,8,0,8,0,569,129,440
19,0,323,20,3257,28,0,3068,8341,8,0,8,0,599,110,489
19,0,323,20,3257,28,0,3068,8341,8,0,8,0,521,112,409
19,0,323,20,3257,28,0,3068,8341,8,0,8,0,438,61,377
19,0,323,20,3257,28,0,3068,8341,8,0,8,0,406,61,345
19,0,323,20,3257,28,0,3068,8341,8,0,8,0,423,63,360
19,0,323,20,3257,28,0,3068,8341,8,0,8,0,518,74,444
19,0,323,20,3257,28,0,3068,8341,8,0,8,0,584,59,525
19,0,323,20,3257,28,0,3068,8341,8,0,8,0,550,102,448
19,0,323,20,3257,28,0,3068,8341,8,0,8,0,452,99,353
19,0,323,20,3257,28,0,3068,8341,8,0,8,0,498,118,380
19,0,323,20,3257,28,0,3068,8341,8,0,8,0,442,112,330
19,0,323,20,3257,28,0,3068,8341,8,0,8,0,499,63,436
19,0,323,20,3257,28,0,3068,8341,8,0,8,0,515,106,409
19,0,323,20,3257,28,0,3068,8341,8,0,8,0,499,129,370
19,0,323,20,3257,28,0,3068,8341,8,0,8,0,440,110,330
19,0,323,20,3257,28,0,3068,8341,8,0,8,0,432,123,309
19,0,323,20,3257,28,0,3068,8341,8,0,8,0,395,89,306
19,0,323,20,3257,28,0,3068,8341,8,0,8,0,337,57,280
19,0,323,20,3257,28,0,3068,8341,8,0,8,0,396,61,335
19,0,323,20,3257,28,0,3068,8341,8,0,8,0,467,129,338
19,0,323,20,3257,28,0,3068,8341,8,0,8,0,481,112,369
19,0,323,20,3257,28,0,3068,8341,8,0,8,0,472,93,379
19,0,323,20,3257,28,0,3068,8341,8,0,8,0,379,85,294
19,0,323,20,3257,28,0,3068,8341,8,0,8,0,457,87,370
19,0,323,20,3257,28,0,3068,8341,8,0,8,0,379,63,316
19,0,323,20,3257,28,0,3068,8341,8,0,8,0,394,61,333
