85,6,1649,67,3976,30,0,3068,8341,18,0,18,0,605,150,455
85,6,1649,67,3976,30,0,3068,8341,18,0,18,0,569,129,440
85,6,1649,67,3976,30,0,3068,8341,18,0,18,0,599,110,489
85,6,1649,67,3976,30,0,3068,8341,18,0,18,0,521,112,409
85,6,1649,67,3976,30,0,3068,8341,18,0,18,0,438,61,377
85,6,1649,67,3976,30,0,3068,8341,18,0,18,0,406,61,345
85,6,1649,67,3976,30,0,3068,8341,18,0,18,0,423,63,360
85,6,1649,67,3976,30,0,3068,8341,18,0,18,0,518,74,444
85,6,1649,67,3976,30,0,3068,8341,18,0,18,0,584,59,525
85,6,1649,67,3976,30,0,3068,8341,18,0,18,0,550,102,448
85,6,1649,67,3976,30,0,3068,8341,18,0,18,0,452,99,353
85,6,1649,67,3976,30,0,3068,8341,18,0,18,0,498,118,380
85,6,1649,67,3976,30,0,3068,8341,18,0,18,0,442,112,330
85,6,1649,67,3976,30,0,3068,8341,18,0,18,0,499,63,436
85,6,1649,67,3976,30,0,3068,8341,18,0,18,0,515,106,409
85,6,1649,67,3976,30,0,3068,8341,18,0,18,0,499,129,370
85,6,1649,67,3976,30,0,3068,8341,18,0,18,0,440,110,330
85,6,1649,67,3976,30,0,3068,8341,18,0,18,0,432,123,309
85,6,1649,67,3976,30,0,3068,8341,18,0,18,0,395,89,306
85,6,1649,67,3976,30,0,3068,8341,18,0,18,0,337,57,280
85,6,1649,67,3976,30,0,3068,8341,18,0,18,0,396,61,335
85,6,1649,67,3976,30,0,3068,8341,18,0,18,0,467,129,338
85,6,1649,67,3976,30,0,3068,8341,18,0,18,0,481,112,369
85,6,1649,67,3976,30,0,3068,8341,18,0,18,0,472,93,379
85,6,1649,67,3976,30,0,3068,8341,18,0,18,0,379,85,294
85,6,1649,67,3976,30,0,3068,8341,18,0,18,0,457,87,370
85,6,1649,67,3976,30,0,3068,8341,18,0,18,0,379,63,316
85,6,1649,67,3976,30,0,3068,8341,18,0,18,0,394,61,333
85,6,1649,67,3976,30,0,3068,8341,18,0,18,0,435,87,348
85,6,1649,67,3976,30,0,3068,8341,18,0,18,0,393,91,302
