7,2,221,5,1430,1,0,3068,8341,7,0,7,0,641,76,565
7,2,221,5,1430,1,0,3068,8341,7,0,7,0,649,120,529
7,2,221,5,1430,1,0,3068,8341,7,0,7,0,605,150,455
7,2,221,5,1430,1,0,3068,8341,7,0,7,0,569,129,440
7,2,221,5,1430,1,0,3068,8341,7,0,7,0,599,110,489
7,2,221,5,1430,1,0,3068,8341,7,0,7,0,521,112,409
7,2,221,5,1430,1,0,3068,8341,7,0,7,0,438,61,377
7,2,221,5,1430,1,0,3068,8341,7,0,7,0,406,61,345
7,2,221,5,1430,1,0,3068,8341,7,0,7,0,423,63,360
7,2,221,5,1430,1,0,3068,8341,7,0,7,0,518,74,444
7,2,221,5,1430,1,0,3068,8341,7,0,7,0,584,59,525
7,2,221,5,1430,1,0,3068,8341,7,0,7,0,550,102,448
7,2,221,5,1430,1,0,3068,8341,7,0,7,0,452,99,353
7,2,221,5,1430,1,0,3068,8341,7,0,7,0,498,118,380
7,2,221,5,1430,1,0,3068,8341,7,0,7,0,442,112,330
7,2,221,5,1430,1,0,3068,8341,7,0,7,0,499,63,436
7,2,221,5,1430,1,0,3068,8341,7,0,7,0,515,106,409
7,2,221,5,1430,1,0,3068,8341,7,0,7,0,499,129,370
7,2,221,5,1430,1,0,3068,8341,7,0,7,0,440,110,330
7,2,221,5,1430,1,0,3068,8341,7,0,7,0,432,123,309
7,2,221,5,1430,1,0,3068,8341,7,0,7,0,395,89,306
7,2,221,5,1430,1,0,3068,8341,7,0,7,0,337,57,280
7,2,221,5,1430,1,0,3068,8341,7,0,7,0,396,61,335
7,2,221,5,1430,1,0,3068,8341,7,0,7,0,467,129,338
7,2,221,5,1430,1,0,3068,8341,7,0,7,0,481,112,369
7,2,221,5,1430,1,0,3068,8341,7,0,7,0,472,93,379
7,2,221,5,1430,1,0,3068,8341,7,0,7,0,379,85,294
7,2,221,5,1430,1,0,3068,8341,7,0,7,0,457,87,370
7,2,221,5,1430,1,0,3068,8341,7,0,7,0,379,63,316
7,2,221,5,1430,1,0,3068,8341,7,0,7,0,394,61,333
